Case ID,Round,FeatGender,FeatPartyID,FeatEUIntegration,FeatScandal,Chosen Candidate,UK Citizen,Prime Minister,Vote Last 5 Yrs,Age,Party ID,Party Strength,Gender,EU Integration,Education,IPAddress,online,Same Choice
61,6,Male,Labour Party,Neutral,Sexual Harassment,0,1,1,1,1,1,3,1,3,4,90.200.133.108,1,0
61,6,Male,Liberal Democrats,Neutral,Plagiarism,1,1,1,1,1,1,3,1,3,4,90.200.133.108,1,0
62,1,Male,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,1,Female,Liberal Democrats,Oppose EU Integration,Plagiarism,0,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,2,Female,Conservative Party,Neutral,Having an Extramarital Affair,1,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,2,Male,Conservative Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,3,Male,Conservative Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,3,Male,Liberal Democrats,Neutral,Plagiarism,1,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,4,Female,Liberal Democrats,Oppose EU Integration,Misreporting Funds,0,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,4,Male,Liberal Democrats,Neutral,Sexual Harassment,1,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,5,Male,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,0,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,5,Female,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,1,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,6,Male,Liberal Democrats,Neutral,Having an Extramarital Affair,1,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
62,6,Male,Liberal Democrats,Oppose EU Integration,No Scandal,0,1,1,1,5,1,2,1,1,3,2.96.125.239,1,0
63,1,Female,Conservative Party,Neutral,Sexual Harassment,1,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,1,Female,Conservative Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,2,Female,Conservative Party,Oppose EU Integration,No Scandal,1,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,2,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,0,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,3,Female,Liberal Democrats,Support EU Integration,Sexual Harassment,0,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,3,Female,Conservative Party,Neutral,Having an Extramarital Affair,1,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,4,Male,Conservative Party,Support EU Integration,Plagiarism,1,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,4,Male,Liberal Democrats,Neutral,Plagiarism,0,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,5,Male,Labour Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,5,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,6,Male,Conservative Party,Support EU Integration,Plagiarism,1,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
63,6,Female,Labour Party,Neutral,Sexual Harassment,0,1,1,1,1,2,3,1,2,3,188.223.61.86,1,0
64,1,Female,Labour Party,Oppose EU Integration,Plagiarism,1,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,1,Female,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,2,Male,Labour Party,Oppose EU Integration,No Scandal,1,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,2,Male,Conservative Party,Oppose EU Integration,No Scandal,0,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,3,Male,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,3,Male,Labour Party,Oppose EU Integration,Plagiarism,1,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,4,Female,Labour Party,Oppose EU Integration,Plagiarism,1,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,4,Male,Liberal Democrats,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,5,Male,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,5,Male,Liberal Democrats,Oppose EU Integration,Misreporting Funds,1,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,6,Female,Labour Party,Oppose EU Integration,No Scandal,0,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
64,6,Female,Liberal Democrats,Neutral,Having an Extramarital Affair,1,1,1,1,1,1,2,2,1,2,86.11.248.91,1,0
65,1,Male,Labour Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,1,Female,Labour Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,2,Female,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,2,Male,Conservative Party,Neutral,Having an Extramarital Affair,0,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,3,Male,Labour Party,Support EU Integration,Plagiarism,1,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,3,Female,Labour Party,Neutral,Sexual Harassment,0,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,4,Female,Liberal Democrats,Neutral,Having an Extramarital Affair,1,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,4,Male,Liberal Democrats,Neutral,Plagiarism,0,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,5,Male,Conservative Party,Neutral,Sexual Harassment,0,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,5,Male,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,1,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,6,Male,Liberal Democrats,Oppose EU Integration,No Scandal,1,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
65,6,Female,Labour Party,Oppose EU Integration,Plagiarism,0,1,1,1,3,3,3,2,5,3,46.183.192.158,1,0
66,1,Male,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,1,Female,Conservative Party,Oppose EU Integration,No Scandal,1,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,2,Male,Liberal Democrats,Oppose EU Integration,Plagiarism,1,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,2,Male,Conservative Party,Support EU Integration,Sexual Harassment,0,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,3,Female,Labour Party,Neutral,Sexual Harassment,0,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,3,Male,Labour Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,4,Female,Liberal Democrats,Support EU Integration,Sexual Harassment,1,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,4,Female,Conservative Party,Neutral,Sexual Harassment,0,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,5,Female,Conservative Party,Neutral,Misreporting Funds,0,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,5,Male,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,6,Female,Labour Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
66,6,Male,Conservative Party,Support EU Integration,Having an Extramarital Affair,0,1,1,1,3,3,3,2,1,4,94.197.120.217,1,0
67,1,Female,Labour Party,Support EU Integration,Sexual Harassment,0,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,1,Male,Labour Party,Neutral,Having an Extramarital Affair,1,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,2,Male,Labour Party,Oppose EU Integration,Having an Extramarital Affair,0,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,2,Male,Labour Party,Neutral,Plagiarism,1,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,3,Female,Conservative Party,Support EU Integration,No Scandal,1,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,3,Female,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,0,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,4,Male,Liberal Democrats,Neutral,Sexual Harassment,0,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,4,Female,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,5,Female,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,0,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,5,Female,Conservative Party,Oppose EU Integration,Plagiarism,1,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,6,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
67,6,Male,Liberal Democrats,Oppose EU Integration,Plagiarism,0,1,1,1,2,7,0,1,4,2,82.132.227.159,1,0
68,1,Male,Liberal Democrats,Neutral,Misreporting Funds,1,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,1,Female,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,2,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,2,Female,Conservative Party,Oppose EU Integration,Plagiarism,0,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,3,Male,Labour Party,Oppose EU Integration,No Scandal,1,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,3,Male,Liberal Democrats,Support EU Integration,No Scandal,0,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,4,Female,Liberal Democrats,Neutral,Misreporting Funds,1,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,4,Female,Labour Party,Support EU Integration,Having an Extramarital Affair,0,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,5,Female,Liberal Democrats,Support EU Integration,No Scandal,0,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,5,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,6,Female,Liberal Democrats,Support EU Integration,Misreporting Funds,0,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
68,6,Male,Liberal Democrats,Oppose EU Integration,Misreporting Funds,1,1,1,1,2,2,4,1,3,2,90.219.104.118,1,0
69,1,Female,Conservative Party,Neutral,Plagiarism,1,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,1,Male,Liberal Democrats,Neutral,Having an Extramarital Affair,0,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,2,Male,Conservative Party,Neutral,Plagiarism,0,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,2,Male,Conservative Party,Support EU Integration,No Scandal,1,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,3,Male,Labour Party,Support EU Integration,Having an Extramarital Affair,1,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,3,Male,Liberal Democrats,Neutral,Misreporting Funds,0,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,4,Male,Labour Party,Support EU Integration,Having an Extramarital Affair,1,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,4,Male,Labour Party,Neutral,Sexual Harassment,0,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,5,Female,Liberal Democrats,Neutral,Having an Extramarital Affair,1,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,5,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,6,Female,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
69,6,Female,Conservative Party,Support EU Integration,Misreporting Funds,0,1,1,2,1,2,4,1,2,3,82.132.228.55,1,0
70,1,Male,Labour Party,Support EU Integration,Misreporting Funds,1,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,1,Female,Liberal Democrats,Neutral,Sexual Harassment,0,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,2,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,2,Male,Labour Party,Neutral,Misreporting Funds,0,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,3,Female,Labour Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,3,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,4,Female,Labour Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,4,Female,Conservative Party,Neutral,Plagiarism,1,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,5,Male,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,5,Female,Labour Party,Neutral,No Scandal,1,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,6,Female,Liberal Democrats,Neutral,No Scandal,1,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
70,6,Female,Conservative Party,Neutral,Misreporting Funds,0,1,1,1,3,3,4,1,3,3,86.14.185.108,1,0
71,1,Female,Liberal Democrats,Oppose EU Integration,Plagiarism,1,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,1,Female,Labour Party,Support EU Integration,Misreporting Funds,0,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,2,Female,Liberal Democrats,Support EU Integration,Plagiarism,0,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,2,Female,Liberal Democrats,Neutral,Having an Extramarital Affair,1,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,3,Male,Labour Party,Neutral,No Scandal,1,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,3,Female,Conservative Party,Oppose EU Integration,No Scandal,0,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,4,Female,Labour Party,Neutral,Having an Extramarital Affair,1,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,4,Female,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,5,Female,Labour Party,Support EU Integration,Plagiarism,0,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,5,Male,Liberal Democrats,Oppose EU Integration,Plagiarism,1,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,6,Male,Conservative Party,Support EU Integration,Having an Extramarital Affair,0,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
71,6,Male,Labour Party,Neutral,No Scandal,1,1,1,1,2,2,4,2,2,3,155.245.29.160,1,0
72,1,Male,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,0,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,1,Female,Labour Party,Neutral,Sexual Harassment,1,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,2,Male,Labour Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,2,Male,Liberal Democrats,Oppose EU Integration,Plagiarism,0,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,3,Female,Conservative Party,Neutral,Plagiarism,1,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,3,Female,Labour Party,Neutral,Misreporting Funds,0,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,4,Male,Liberal Democrats,Neutral,Misreporting Funds,0,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,4,Female,Liberal Democrats,Neutral,No Scandal,1,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,5,Male,Labour Party,Support EU Integration,Sexual Harassment,0,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,5,Male,Liberal Democrats,Support EU Integration,Plagiarism,1,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,6,Male,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
72,6,Male,Conservative Party,Neutral,Sexual Harassment,1,1,1,1,3,7,0,1,4,2,151.230.144.27,1,0
73,1,Male,Labour Party,Neutral,Misreporting Funds,0,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,1,Female,Labour Party,Support EU Integration,Plagiarism,1,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,2,Female,Conservative Party,Support EU Integration,No Scandal,1,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,2,Male,Liberal Democrats,Oppose EU Integration,Misreporting Funds,0,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,3,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,3,Male,Labour Party,Support EU Integration,No Scandal,1,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,4,Male,Conservative Party,Neutral,Sexual Harassment,0,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,4,Male,Liberal Democrats,Support EU Integration,Plagiarism,1,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,5,Female,Liberal Democrats,Neutral,Having an Extramarital Affair,1,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,5,Female,Labour Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,6,Female,Labour Party,Neutral,Having an Extramarital Affair,1,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
73,6,Female,Conservative Party,Neutral,Having an Extramarital Affair,0,1,1,1,3,1,4,2,2,3,155.245.62.107,1,0
74,1,Female,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,1,Female,Conservative Party,Support EU Integration,Misreporting Funds,0,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,2,Male,Labour Party,Neutral,No Scandal,0,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,2,Male,Conservative Party,Support EU Integration,No Scandal,1,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,3,Male,Conservative Party,Neutral,Sexual Harassment,0,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,3,Male,Labour Party,Neutral,Having an Extramarital Affair,1,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,4,Female,Labour Party,Oppose EU Integration,Plagiarism,0,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,4,Female,Liberal Democrats,Neutral,Having an Extramarital Affair,1,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,5,Female,Liberal Democrats,Neutral,Plagiarism,1,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,5,Female,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,6,Male,Liberal Democrats,Neutral,No Scandal,1,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
74,6,Male,Liberal Democrats,Oppose EU Integration,No Scandal,0,1,1,1,2,3,2,1,1,3,86.11.250.124,1,0
75,1,Male,Labour Party,Neutral,Misreporting Funds,1,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,1,Male,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,2,Male,Labour Party,Oppose EU Integration,Plagiarism,0,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,2,Female,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,3,Female,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,3,Male,Conservative Party,Neutral,Plagiarism,1,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,4,Male,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,4,Female,Labour Party,Oppose EU Integration,Plagiarism,1,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,5,Male,Labour Party,Support EU Integration,Plagiarism,1,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,5,Male,Conservative Party,Oppose EU Integration,No Scandal,0,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,6,Male,Labour Party,Support EU Integration,No Scandal,1,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
75,6,Female,Conservative Party,Support EU Integration,Having an Extramarital Affair,0,1,1,1,5,7,0,1,1,3,165.225.80.131,1,0
76,1,Female,Liberal Democrats,Neutral,Plagiarism,1,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,1,Female,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,2,Male,Liberal Democrats,Neutral,No Scandal,1,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,2,Male,Liberal Democrats,Oppose EU Integration,No Scandal,0,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,3,Female,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair,0,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,3,Male,Conservative Party,Neutral,Having an Extramarital Affair,1,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,4,Female,Liberal Democrats,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,4,Female,Conservative Party,Neutral,Having an Extramarital Affair,1,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,5,Male,Labour Party,Oppose EU Integration,Plagiarism,1,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,5,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,6,Male,Liberal Democrats,Neutral,Having an Extramarital Affair,1,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
76,6,Male,Labour Party,Neutral,Sexual Harassment,0,1,1,1,1,2,2,1,1,2,82.132.240.107,1,0
77,1,Female,Conservative Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,1,Female,Conservative Party,Neutral,No Scandal,1,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,2,Female,Liberal Democrats,Neutral,Sexual Harassment,0,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,2,Female,Labour Party,Neutral,Sexual Harassment,1,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,3,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,0,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,3,Female,Conservative Party,Oppose EU Integration,No Scandal,1,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,4,Female,Liberal Democrats,Support EU Integration,Plagiarism,1,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,4,Male,Conservative Party,Support EU Integration,Plagiarism,0,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,5,Female,Liberal Democrats,Neutral,Plagiarism,1,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,5,Male,Labour Party,Support EU Integration,Sexual Harassment,0,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,6,Female,Conservative Party,Neutral,Misreporting Funds,0,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
77,6,Female,Labour Party,Support EU Integration,Plagiarism,1,1,1,1,2,4,2,1,4,2,86.151.53.41,1,0
78,1,Male,Liberal Democrats,Support EU Integration,Sexual Harassment,0,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,1,Female,Labour Party,Oppose EU Integration,No Scandal,1,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,2,Male,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,2,Female,Labour Party,Neutral,No Scandal,0,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,3,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,0,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,3,Female,Conservative Party,Oppose EU Integration,No Scandal,1,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,4,Female,Liberal Democrats,Support EU Integration,Plagiarism,0,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,4,Male,Conservative Party,Support EU Integration,Plagiarism,1,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,5,Female,Liberal Democrats,Neutral,Plagiarism,1,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,5,Male,Labour Party,Support EU Integration,Sexual Harassment,0,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,6,Female,Conservative Party,Neutral,Misreporting Funds,1,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
78,6,Female,Labour Party,Support EU Integration,Plagiarism,0,1,1,1,5,2,4,2,7,2,78.150.209.230,1,0
79,1,Female,Conservative Party,Neutral,Having an Extramarital Affair,1,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,1,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,2,Male,Labour Party,Neutral,No Scandal,0,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,2,Female,Labour Party,Support EU Integration,Sexual Harassment,1,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,3,Male,Labour Party,Oppose EU Integration,Plagiarism,0,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,3,Male,Labour Party,Neutral,No Scandal,1,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,4,Female,Conservative Party,Support EU Integration,Having an Extramarital Affair,0,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,4,Male,Labour Party,Neutral,No Scandal,1,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,5,Female,Liberal Democrats,Support EU Integration,Plagiarism,1,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,5,Female,Labour Party,Neutral,Plagiarism,0,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,6,Female,Conservative Party,Neutral,Having an Extramarital Affair,0,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
79,6,Male,Conservative Party,Neutral,No Scandal,1,1,1,1,1,1,1,1,1,3,86.184.24.237,1,0
80,1,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,2,2,3,3,1,3,3,2.122.222.204,1,0
80,1,Male,Labour Party,Support EU Integration,Plagiarism,1,1,1,2,2,3,3,1,3,3,2.122.222.204,1,0
80,2,Female,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,2,2,3,3,1,3,3,2.122.222.204,1,0
