,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
32,155.245.28.2,100,16,TRUE,2018/4/25 03:05,R_3nVoW8YjR0Ij799,,,,,51.90859985,0.920898438,anonymous,EN,2.935,2.935,4.165,1,Minister 2,7.086,7.086,10.115,1,Minister 2,PM's Position in EU Integration,Neutral,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,Scandal,Plagiarism,EU Integration,Support EU Integration,Support EU Integration,Sexual Harassment,Labour Party,Labour Party,Female,Sexual Harassment,Neutral,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Scandal,Sexual Harassment,EU Integration,Neutral,Neutral,Having an Extramarital Affair,Labour Party,Labour Party,Female,Plagiarism,Neutral
33,155.245.28.8,100,22,TRUE,2018/4/25 03:07,R_3hFtieqRH1VlIH0,,,,,51.90859985,0.920898438,anonymous,EN,12.401,12.401,14.285,1,Minister 1,7.086,7.086,8.546,1,Minister 1,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Labour Party,Misreporting Funds,Oppose EU Integration,Neutral,Labour Party,Having an Extramarital Affair,Female,Labour Party,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Liberal Democrats,Sexual Harassment,Oppose EU Integration,Neutral,Conservative Party,No Scandal,Female,Liberal Democrats
34,155.245.28.2,100,30,TRUE,2018/4/25 04:02,R_us12kXJqVi7muxH,,,,,51.90859985,0.920898438,anonymous,EN,19.232,19.232,20.096,1,Minister 2,0.196,10.546,11.194,2,Minister 2,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Scandal,No Scandal,EU Integration,Neutral,Gender,Female,Party Affiliation,Labour Party,Labour Party,Support EU Integration,Plagiarism,Having an Extramarital Affair,Neutral,Female,Labour Party,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Plagiarism,Oppose EU Integration,Male,Liberal Democrats
35,155.245.28.4,100,58,TRUE,2018/4/25 04:10,R_2DV8AsqtTqMmEpk,,,,,51.90859985,0.920898438,anonymous,EN,27.781,27.781,28.654,1,Minister 1,6.306,6.306,10.112,1,Minister 1,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Misreporting Funds,PM's Scandal,No Scandal,Male,Neutral,Neutral,Labour Party,Labour Party,Misreporting Funds,Sexual Harassment,Gender,Female,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,PM's Scandal,No Scandal,Male,Oppose EU Integration,Oppose EU Integration,Conservative Party,Liberal Democrats,No Scandal,No Scandal
36,155.245.28.8,100,41,TRUE,2018/4/25 04:16,R_20YSbcSmnr1d4nd,,,,,51.90859985,0.920898438,anonymous,EN,18.126,18.126,19.274,1,Minister 1,21.972,21.972,22.964,1,Minister 2,PM's Scandal,Plagiarism,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Gender,Male,Misreporting Funds,Neutral,Labour Party,Labour Party,Having an Extramarital Affair,Neutral,Male,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,No Scandal,PM's Position in EU Integration,Neutral,Gender,Male,Plagiarism,Oppose EU Integration,Conservative Party,Liberal Democrats,Having an Extramarital Affair,Oppose EU Integration,Female
37,155.245.28.9,100,35,TRUE,2018/4/25 04:37,R_1Ne83BV4taFWkTz,,,,,51.90859985,0.920898438,anonymous,EN,8.116,8.116,8.992,1,Minister 2,11.606,26.337,26.916,2,Minister 1,PM's Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Male,PM's Partisanship,Labour Party,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,No Scandal,Neutral,Labour Party,Female,Labour Party,No Scandal,Support EU Integration,PM's Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Male,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Plagiarism,Support EU Integration,Conservative Party,Female,Conservative Party,Plagiarism,Oppose EU Integration
38,155.245.28.10,100,49,TRUE,2018/4/25 04:37,R_24JgBGlQSgrsqG4,,,,,51.90859985,0.920898438,anonymous,EN,21.886,21.886,22.647,1,Minister 2,5.211,5.211,6.105,1,Minister 2,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Gender,Male,EU Integration,Support EU Integration,Conservative Party,Liberal Democrats,Plagiarism,Support EU Integration,Having an Extramarital Affair,Male,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,PM's Scandal,Misreporting Funds,Gender,Male,EU Integration,Neutral,Conservative Party,Conservative Party,Misreporting Funds,Oppose EU Integration,Misreporting Funds,Female,Oppose EU Integration
39,155.245.28.8,100,51,TRUE,2018/4/25 04:38,R_3PiJ5dbajJviTVT,,,,,51.90859985,0.920898438,anonymous,EN,15.56,15.56,16.993,1,Minister 2,24.969,24.969,36.839,1,Minister 1,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Oppose EU Integration,Neutral,Misreporting Funds,Male,No Scandal,Labour Party,Labour Party,EU Integration,Neutral,PM's Position in EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Female,PM's Scandal,No Scandal,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Neutral,Support EU Integration,No Scandal,Female,Having an Extramarital Affair,Conservative Party,Conservative Party
40,155.245.28.4,100,19,TRUE,2018/4/25 05:02,R_SZVeeYsRs7DD9CN,,,,,51.90859985,0.920898438,anonymous,EN,11.482,11.482,12.356,1,Minister 1,3.586,3.586,6,1,Minister 1,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,PM's Scandal,No Scandal,Conservative Party,Sexual Harassment,Male,Support EU Integration,Oppose EU Integration,Liberal Democrats,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Gender,Female,EU Integration,Neutral,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,Conservative Party,Plagiarism,Female,Neutral,Neutral,Liberal Democrats,No Scandal
41,155.245.28.2,100,21,TRUE,2018/4/25 05:04,R_2P2158PiBrKv2q6,,,,,51.90859985,0.920898438,anonymous,EN,6.01,6.01,7.664,1,Minister 1,10.164,10.164,13.323,1,Minister 2,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Scandal,Plagiarism,PM's Scandal,No Scandal,Gender,Male,Oppose EU Integration,Conservative Party,Liberal Democrats,Oppose EU Integration,Plagiarism,Sexual Harassment,Male,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,PM's Scandal,No Scandal,Gender,Male,Neutral,Conservative Party,Liberal Democrats,Support EU Integration,Misreporting Funds,Plagiarism,Female
42,155.245.28.11,100,27,TRUE,2018/4/25 05:37,R_qONJ5wVEq20crFD,,,,,51.90859985,0.920898438,anonymous,EN,14.625,15.721,16.01,2,Minister 2,10.461,10.461,11.411,1,Minister 1,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,PM's Position in EU Integration,Neutral,Support EU Integration,Plagiarism,Plagiarism,Conservative Party,Liberal Democrats,Female,Neutral,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Oppose EU Integration,Having an Extramarital Affair,Plagiarism,Labour Party,Labour Party,Female,Oppose EU Integration
43,155.245.28.4,100,31,TRUE,2018/4/25 05:38,R_3KJxFIivxyz7zmk,,,,,51.90859985,0.920898438,anonymous,EN,14.351,14.351,15.566,1,Minister 1,14.48,14.48,15.848,1,Minister 1,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Male,Support EU Integration,Labour Party,Plagiarism,Oppose EU Integration,Labour Party,Plagiarism,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Male,Oppose EU Integration,Conservative Party,Misreporting Funds,Support EU Integration,Conservative Party,Sexual Harassment
44,155.245.28.8,100,47,TRUE,2018/4/25 05:38,R_W1CK9B5FLw7MQP7,,,,,51.90859985,0.920898438,anonymous,EN,9.223,9.223,10.697,1,Minister 2,36.682,36.682,37.564,1,Minister 1,Scandal,Misreporting Funds,Gender,Female,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Sexual Harassment,Misreporting Funds,Female,Neutral,Neutral,Conservative Party,Conservative Party,Misreporting Funds,Scandal,Misreporting Funds,Gender,Female,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Sexual Harassment,Female,Support EU Integration,Neutral,Liberal Democrats,Conservative Party,Misreporting Funds
45,155.245.28.10,100,37,TRUE,2018/4/25 05:39,R_3mkQUeLCQWCb5Qp,,,,,51.90859985,0.920898438,anonymous,EN,25.23,25.23,26.179,1,Minister 2,11.081,11.081,11.921,1,Minister 2,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,Gender,Male,Labour Party,Labour Party,Misreporting Funds,Misreporting Funds,Oppose EU Integration,Oppose EU Integration,Female,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,Gender,Female,Labour Party,Labour Party,No Scandal,Misreporting Funds,Neutral,Neutral,Male
46,155.245.28.9,100,45,TRUE,2018/4/25 05:42,R_RqxmvZfCh4jsvbH,,,,,51.90859985,0.920898438,anonymous,EN,26.627,26.627,27.454,1,Minister 1,17.009,17.009,18.307,1,Minister 1,Party Affiliation,Labour Party,Gender,Male,Scandal,No Scandal,PM's Partisanship,Labour Party,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Liberal Democrats,Female,Having an Extramarital Affair,Conservative Party,Neutral,Oppose EU Integration,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Conservative Party,Female,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Oppose EU Integration,Having an Extramarital Affair
47,155.245.28.4,100,7,TRUE,2018/4/25 06:02,R_3ncvdBkgEaIIhtQ,,,,,51.90859985,0.920898438,anonymous,EN,2.757,2.757,3.337,1,Minister 2,1.179,1.179,2.288,1,Minister 2,PM's Partisanship,Conservative Party,Gender,Female,Scandal,Sexual Harassment,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Conservative Party,Female,Plagiarism,Having an Extramarital Affair,Conservative Party,Neutral,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Oppose EU Integration,Conservative Party,Male,Having an Extramarital Affair,Having an Extramarital Affair,Liberal Democrats,Oppose EU Integration,Oppose EU Integration
48,155.245.28.10,100,11,TRUE,2018/4/25 06:03,R_3gZ4faZB5CiwgYh,,,,,51.90859985,0.920898438,anonymous,EN,2.953,2.953,5.688,1,Minister 2,2.546,2.546,4.398,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Scandal,Misreporting Funds,PM's Scandal,Sexual Harassment,EU Integration,Neutral,Oppose EU Integration,Labour Party,Labour Party,Male,Misreporting Funds,Having an Extramarital Affair,Oppose EU Integration,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Scandal,Having an Extramarital Affair,PM's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Neutral,Conservative Party,Liberal Democrats,Female,Misreporting Funds,Sexual Harassment,Oppose EU Integration
49,155.245.28.8,100,22,TRUE,2018/4/25 06:05,R_2z7jBt5MRCIC6Rs,,,,,51.90859985,0.920898438,anonymous,EN,8.148,8.148,9.002,1,Minister 2,11.841,11.841,12.881,1,Minister 2,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,PM's Scandal,Sexual Harassment,Gender,Female,Labour Party,Misreporting Funds,Neutral,Labour Party,Oppose EU Integration,Plagiarism,Male,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Gender,Male,Conservative Party,Misreporting Funds,Support EU Integration,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Male
50,155.245.28.9,100,29,TRUE,2018/4/25 06:05,R_2dmaAayDhgeJ44b,,,,,51.90859985,0.920898438,anonymous,EN,13.811,13.811,15.211,1,Minister 1,12.123,12.123,14.077,1,Minister 1,PM's Position in EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Sexual Harassment,Neutral,Sexual Harassment,Male,Labour Party,Neutral,Labour Party,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Female,PM's Partisanship,Labour Party,EU Integration,Neutral,Party Affiliation,Labour Party,PM's Scandal,No Scandal,Support EU Integration,Sexual Harassment,Male,Conservative Party,Neutral,Conservative Party,Plagiarism
51,155.245.28.9,100,23,TRUE,2018/4/25 06:37,R_3k5JcE2xKQjRqB6,,,,,51.90859985,0.920898438,anonymous,EN,9.082,9.082,12.553,1,Minister 2,9.425,9.425,10.911,1,Minister 1,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Scandal,Misreporting Funds,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Liberal Democrats,Support EU Integration,Conservative Party,Plagiarism,Misreporting Funds,Male,Neutral,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Scandal,Having an Extramarital Affair,Gender,Male,PM's Position in EU Integration,Neutral,Conservative Party,Oppose EU Integration,Conservative Party,Misreporting Funds,No Scandal,Female,Neutral
52,155.245.28.2,100,41,TRUE,2018/4/25 06:39,R_3ISvaCG1S03pTmm,,,,,51.90859985,0.920898438,anonymous,EN,14.704,14.704,15.699,1,Minister 2,25.807,25.807,26.697,1,Minister 2,EU Integration,Neutral,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Female,Scandal,Having an Extramarital Affair,Neutral,Plagiarism,Labour Party,Labour Party,Support EU Integration,Male,Having an Extramarital Affair,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Gender,Male,Scandal,Plagiarism,Support EU Integration,Misreporting Funds,Liberal Democrats,Conservative Party,Neutral,Female,Plagiarism
53,155.245.28.4,100,62,TRUE,2018/4/25 06:43,R_vjHDyWUrjDY5KI9,,,,,51.90859985,0.920898438,anonymous,EN,25.273,25.273,26.752,1,Minister 1,37.871,37.871,38.831,1,Minister 2,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,Gender,Female,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Conservative Party,Support EU Integration,Misreporting Funds,Sexual Harassment,Female,Neutral,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,No Scandal,PM's Scandal,Sexual Harassment,Gender,Female,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,Labour Party,Neutral,Plagiarism,Plagiarism,Male,Oppose EU Integration,Labour Party
54,155.245.28.2,100,51,TRUE,2018/4/26 03:38,R_2atOdUUDHphcBCz,,,,,51.90859985,0.920898438,anonymous,EN,28.756,28.756,29.61,1,Minister 1,21.975,21.975,23.444,1,Minister 1,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Liberal Democrats,Support EU Integration,Female,Neutral,Plagiarism,Having an Extramarital Affair,Conservative Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,EU Integration,Neutral,PM's Scandal,No Scandal,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Liberal Democrats,Support EU Integration,Female,Oppose EU Integration,Plagiarism,No Scandal,Conservative Party
55,155.245.28.2,100,47,TRUE,2018/4/26 04:36,R_1mOCRlp0GuGLMZr,,,,,51.90859985,0.920898438,anonymous,EN,13.989,13.989,15.278,1,Minister 2,4.88,9.377,11.03,5,Minister 2,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Labour Party,Support EU Integration,Female,Oppose EU Integration,Labour Party,No Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Labour Party,Oppose EU Integration,Female,Support EU Integration,Labour Party,No Scandal,Plagiarism
56,155.245.28.2,100,26,TRUE,2018/4/26 05:04,R_RfCZW0QAp0pm5ln,,,,,51.90859985,0.920898438,anonymous,EN,1.057,1.057,1.909,1,Minister 2,17.264,17.264,24.111,1,Minister 2,PM's Scandal,Plagiarism,EU Integration,Neutral,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,No Scandal,PM's Position in EU Integration,Neutral,Gender,Female,Sexual Harassment,Neutral,Conservative Party,Liberal Democrats,Sexual Harassment,Neutral,Female,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,No Scandal,Oppose EU Integration,Conservative Party,Conservative Party,Plagiarism,Oppose EU Integration,Male
57,155.245.28.9,100,15,TRUE,2018/4/26 05:06,R_32KpytMvn4HtlGm,,,,,51.90859985,0.920898438,anonymous,EN,4.401,7.029,7.481,4,Minister 1,4.923,4.923,6.812,1,Minister 1,Gender,Male,Scandal,Sexual Harassment,PM's Partisanship,Labour Party,PM's Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,EU Integration,Neutral,Female,Sexual Harassment,Labour Party,Plagiarism,Neutral,Labour Party,Support EU Integration,Gender,Female,Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Male,No Scandal,Conservative Party,Sexual Harassment,Neutral,Conservative Party,Support EU Integration
58,155.245.28.4,100,5,TRUE,2018/4/26 05:07,R_2v7dlKZcX0qidPj,,,,,51.90859985,0.920898438,anonymous,EN,0.891,0.891,1.794,1,Minister 2,0.879,0.879,1.806,1,Minister 1,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Male,Conservative Party,Support EU Integration,No Scandal,Neutral,Conservative Party,Misreporting Funds,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Female,Conservative Party,Support EU Integration,Plagiarism,Neutral,Conservative Party,No Scandal
59,155.245.28.8,100,48,TRUE,2018/4/26 05:08,R_OI6PUCDZrCWI5eF,,,,,51.90859985,0.920898438,anonymous,EN,19.667,19.667,20.408,1,Minister 2,28.703,28.703,29.511,1,Minister 2,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Plagiarism,Gender,Female,Neutral,Having an Extramarital Affair,Labour Party,Oppose EU Integration,Labour Party,Plagiarism,Female,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Female,Oppose EU Integration,Plagiarism,Conservative Party,Support EU Integration,Liberal Democrats,No Scandal,Female
60,155.245.28.2,100,53,TRUE,2018/4/26 05:41,R_338wm4RAUmU4MmU,,,,,51.90859985,0.920898438,anonymous,EN,30.715,30.715,33.545,1,Minister 2,18.769,18.769,21.394,1,Minister 1,EU Integration,Support EU Integration,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Neutral,Having an Extramarital Affair,Liberal Democrats,Female,No Scandal,Conservative Party,Neutral,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Male,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Neutral,No Scandal,Labour Party,Male,Sexual Harassment,Labour Party,Support EU Integration
61,155.245.28.4,100,29,TRUE,2018/4/26 05:45,R_3kdMAhDuMbI40U4,,,,,51.90859985,0.920898438,anonymous,EN,8.433,8.433,9.343,1,Minister 1,18.432,18.432,19.592,1,Minister 1,Scandal,No Scandal,Gender,Male,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,Misreporting Funds,Male,Conservative Party,No Scandal,Conservative Party,Neutral,Oppose EU Integration,Scandal,Plagiarism,Gender,Female,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,Sexual Harassment,Male,Conservative Party,No Scandal,Conservative Party,Neutral,Oppose EU Integration
62,155.245.28.8,100,18,TRUE,2018/4/26 06:04,R_1QoRdg4zk4Dy2yM,,,,,51.90859985,0.920898438,anonymous,EN,6.581,6.581,7.635,1,Minister 1,9.088,9.088,10.498,1,Minister 1,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,No Scandal,Scandal,Plagiarism,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Support EU Integration,Labour Party,Male,Plagiarism,Sexual Harassment,Labour Party,Neutral,EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Having an Extramarital Affair,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Oppose EU Integration,Labour Party,Male,Sexual Harassment,Plagiarism,Labour Party,Oppose EU Integration
63,155.245.28.4,100,31,TRUE,2018/4/26 06:06,R_TcR30ABz5zBo0mt,,,,,51.90859985,0.920898438,anonymous,EN,11.939,11.939,13.167,1,Minister 1,15.822,15.822,17.603,1,Minister 2,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Support EU Integration,Liberal Democrats,Sexual Harassment,Oppose EU Integration,Female,Sexual Harassment,Conservative Party,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Misreporting Funds,EU Integration,Neutral,Gender,Male,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Support EU Integration,Labour Party,Plagiarism,Oppose EU Integration,Female,Having an Extramarital Affair,Labour Party
