IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4
155.245.28.9,100,29,TRUE,2018/4/25 06:33,R_2qDUCPKgrOs9COY,,,,,51.90859985,0.920898438,anonymous,EN,11.745,11.745,22.103,1,Candidate 2,4.245,4.245,6.48,1,Candidate 2,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Male,Oppose EU Integration,Having an Extramarital Affair,Labour Party,Female,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Male,Neutral,Having an Extramarital Affair,Labour Party,Male
155.245.28.2,100,30,TRUE,2018/4/25 06:34,R_3e7X3RivgAm7Xj0,,,,,51.90859985,0.920898438,anonymous,EN,16.967,16.967,18.507,1,Candidate 2,10.515,10.515,11.91,1,Candidate 1,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,Gender,Male,Oppose EU Integration,Labour Party,No Scandal,Female,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Plagiarism,Gender,Male,Support EU Integration,Liberal Democrats,Having an Extramarital Affair,Male
155.245.28.4,100,33,TRUE,2018/4/25 06:36,R_Cfs4kuKQpSGSbIt,,,,,51.90859985,0.920898438,anonymous,EN,16.859,16.859,18.094,1,Candidate 2,14.96,14.96,16.655,1,Candidate 1,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Neutral,Female,Conservative Party,No Scandal,EU Integration,Neutral,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Oppose EU Integration,Male,Liberal Democrats,Having an Extramarital Affair
155.245.28.2,100,22,TRUE,2018/4/26 03:32,R_2xVv7739RQSVklq,,,,,51.90859985,0.920898438,anonymous,EN,9.827,9.827,11.113,1,Candidate 1,9.903,9.903,11.267,1,Candidate 2,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Sexual Harassment,Conservative Party,Support EU Integration,Male,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Male,Plagiarism,Liberal Democrats,Neutral,Male
155.245.28.2,100,25,TRUE,2018/4/26 04:33,R_24iJVYOASgvJtHf,,,,,51.90859985,0.920898438,anonymous,EN,8.626,11.609,13.004,2,Candidate 2,7.405,9.595,11.757,3,Candidate 2,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Male,Liberal Democrats,Neutral,Misreporting Funds,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Neutral,Scandal,No Scandal,Male,Labour Party,Support EU Integration,Misreporting Funds
155.245.28.2,100,4,TRUE,2018/4/26 05:03,R_3gSjI25n9EdKOTm,,,,,51.90859985,0.920898438,anonymous,EN,1.129,1.831,2.246,2,Candidate 2,0.422,0.422,1.448,1,Candidate 1,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Gender,Male,Conservative Party,Neutral,Sexual Harassment,Male,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Female,Conservative Party,Neutral,Misreporting Funds,Female
155.245.28.8,100,21,TRUE,2018/4/26 05:03,R_3HRhcj89tvg9ZlW,,,,,51.90859985,0.920898438,anonymous,EN,7.574,7.574,8.593,1,Candidate 1,11.237,11.237,12.163,1,Candidate 2,Gender,Male,Party Affiliation,Labour Party,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Male,Labour Party,Support EU Integration,Sexual Harassment,Gender,Male,Party Affiliation,Labour Party,EU Integration,Neutral,Scandal,Sexual Harassment,Female,Conservative Party,Support EU Integration,Having an Extramarital Affair
155.245.28.9,100,24,TRUE,2018/4/26 05:04,R_3KvFB2z9Pg8aO9I,,,,,51.90859985,0.920898438,anonymous,EN,14.345,14.345,15.241,1,Candidate 2,8.375,8.375,9.6,1,Candidate 2,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Plagiarism,EU Integration,Neutral,Labour Party,Female,Having an Extramarital Affair,Support EU Integration,Party Affiliation,Labour Party,Gender,Male,Scandal,Plagiarism,EU Integration,Neutral,Liberal Democrats,Female,Plagiarism,Neutral
155.245.28.4,100,69,TRUE,2018/4/26 05:05,R_2SjfImmXSWrjoou,,,,,51.90859985,0.920898438,anonymous,EN,65.939,65.939,68.076,1,Candidate 1,3.7,3.7,4.763,1,Candidate 1,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Male,Oppose EU Integration,Liberal Democrats,Sexual Harassment,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,No Scandal,Female,Neutral,Labour Party,Misreporting Funds
155.245.28.2,100,36,TRUE,2018/4/26 05:36,R_2c5CQwcyWaPB0aU,,,,,51.90859985,0.920898438,anonymous,EN,12.13,12.13,14.387,1,Candidate 1,18.944,18.944,21.193,1,Candidate 2,Gender,Male,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,No Scandal,Male,Liberal Democrats,Oppose EU Integration,Plagiarism,Gender,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Female,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair
155.245.28.4,100,74,TRUE,2018/4/26 05:39,R_yCoE8tcDnvWEyWd,,,,,51.90859985,0.920898438,anonymous,EN,49.261,49.261,50.297,1,Candidate 2,26.273,26.273,27.218,1,Candidate 1,Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,Having an Extramarital Affair,Neutral,Labour Party,Female,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,Misreporting Funds,Oppose EU Integration,Labour Party,Male
155.245.28.8,100,32,TRUE,2018/4/26 06:01,R_2fBrd47AeJ0K1LD,,,,,51.90859985,0.920898438,anonymous,EN,22.766,22.766,23.571,1,Candidate 2,5.317,5.317,8.865,1,Candidate 1,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,EU Integration,Neutral,Male,Conservative Party,Sexual Harassment,Oppose EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,EU Integration,Neutral,Female,Conservative Party,Misreporting Funds,Support EU Integration
155.245.28.4,100,27,TRUE,2018/4/26 06:01,R_1ogWRGpdLIatX9V,,,,,51.90859985,0.920898438,anonymous,EN,11.483,11.483,12.687,1,Candidate 2,10.189,10.189,14.15,1,Candidate 2,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Neutral,Scandal,Sexual Harassment,Conservative Party,Female,Support EU Integration,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Labour Party,Female,Neutral,Plagiarism
155.245.28.2,100,24,TRUE,2018/4/26 06:02,R_2EzVNHB7Cz15ft1,,,,,51.90859985,0.920898438,anonymous,EN,9.565,9.565,14.361,1,Candidate 1,4.965,4.965,9.405,1,Candidate 2,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Plagiarism,Oppose EU Integration,Conservative Party,Female,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Female,Scandal,Misreporting Funds,Oppose EU Integration,Liberal Democrats,Male,Plagiarism
155.245.28.9,100,28,TRUE,2018/4/26 06:03,R_1IMmvc7Ss2FEww0,,,,,51.90859985,0.920898438,anonymous,EN,9.311,9.311,12.994,1,Candidate 2,11.096,11.096,12.655,1,Candidate 1,Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Liberal Democrats,Male,Support EU Integration,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Neutral,Misreporting Funds,Liberal Democrats,Female,Oppose EU Integration
155.245.28.2,100,30,TRUE,2018/4/26 06:28,R_2zAaUmoZCqdpMGE,,,,,51.90859985,0.920898438,anonymous,EN,12.698,12.698,16.322,1,Candidate 2,9.828,9.828,11.773,1,Candidate 2,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,Plagiarism,Neutral,Female,Conservative Party,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Support EU Integration,Female,Labour Party,Having an Extramarital Affair
155.245.28.4,100,52,TRUE,2018/4/26 06:30,R_1KvE5eJ8DhZ2daK,,,,,51.90859985,0.920898438,anonymous,EN,28.425,28.425,29.422,1,Candidate 2,19.305,19.305,25.112,1,Candidate 1,EU Integration,Neutral,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Oppose EU Integration,Female,No Scandal,Conservative Party,EU Integration,Support EU Integration,Gender,Male,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Support EU Integration,Female,Sexual Harassment,Labour Party
155.245.28.8,100,14,TRUE,2018/4/26 06:33,R_sRU9GRVwBLzCo6J,,,,,51.90859985,0.920898438,anonymous,EN,4.656,4.656,6.295,1,Candidate 2,6.428,6.428,7.726,1,Candidate 1,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Male,Labour Party,Neutral,Plagiarism,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,No Scandal,Gender,Male,Liberal Democrats,Oppose EU Integration,Misreporting Funds,Female
155.245.28.9,100,28,TRUE,2018/4/26 06:43,R_3iUUZf7EbSBXhCl,,,,,51.90859985,0.920898438,anonymous,EN,16.887,16.887,18.294,1,Candidate 2,9.607,9.607,10.748,1,Candidate 1,Scandal,Sexual Harassment,EU Integration,Neutral,Gender,Female,Party Affiliation,Labour Party,Misreporting Funds,Neutral,Male,Liberal Democrats,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Sexual Harassment,Neutral,Male,Conservative Party
155.245.28.10,100,15,TRUE,2018/5/29 07:05,R_1OWcUS9M40lE1fu,,,,,51.90859985,0.920898438,anonymous,EN,7.733,7.733,9.426,1,Candidate 2,3.443,3.443,5.128,1,Candidate 1,Gender,Female,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,EU Integration,Neutral,Male,Conservative Party,Plagiarism,Neutral,Gender,Female,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Female,Labour Party,Plagiarism,Neutral
155.245.28.22,100,19,TRUE,2018/5/29 07:06,R_zdU59RiZxINh8mB,,,,,51.90859985,0.920898438,anonymous,EN,7.419,7.419,12.556,1,Candidate 1,5.014,5.014,5.924,1,Candidate 2,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Female,Labour Party,Neutral,Sexual Harassment,Male,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Female,Labour Party,Support EU Integration,Having an Extramarital Affair,Female
155.245.28.21,100,23,TRUE,2018/5/29 07:06,R_1daVT4ZrJvULAkV,,,,,51.90859985,0.920898438,anonymous,EN,14.42,14.42,15.261,1,Candidate 1,6.004,6.004,7.358,1,Candidate 2,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Misreporting Funds,Male,Conservative Party,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Plagiarism,Female,Liberal Democrats,Oppose EU Integration
155.245.28.11,100,19,TRUE,2018/5/29 07:06,R_2Tq1x6wMmF8T2oK,,,,,51.90859985,0.920898438,anonymous,EN,8.099,8.099,10.469,1,Candidate 2,4.651,4.651,7.831,1,Candidate 2,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Labour Party,Male,Oppose EU Integration,Misreporting Funds,Party Affiliation,Labour Party,Gender,Male,EU Integration,Neutral,Scandal,Plagiarism,Conservative Party,Female,Support EU Integration,No Scandal
155.245.28.23,100,24,TRUE,2018/5/29 07:06,R_1JDDQSFxJvVK8Rw,,,,,51.90859985,0.920898438,anonymous,EN,10.561,10.561,11.487,1,Candidate 2,11.737,11.737,12.763,1,Candidate 1,Gender,Female,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Male,Neutral,Conservative Party,Misreporting Funds,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Male,Neutral,Conservative Party,Misreporting Funds
155.245.28.13,100,13,TRUE,2018/5/29 07:06,R_26mr9y5eyxye606,,,,,51.90859985,0.920898438,anonymous,EN,5.549,5.549,6.594,1,Candidate 1,5.256,5.256,6.098,1,Candidate 2,EU Integration,Neutral,Gender,Male,Party Affiliation,Labour Party,Scandal,No Scandal,Support EU Integration,Male,Conservative Party,Having an Extramarital Affair,EU Integration,Neutral,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,Oppose EU Integration,Male,Labour Party,No Scandal
155.245.28.26,100,29,TRUE,2018/5/29 07:06,R_24AZ87gi5aWrDBL,,,,,51.90859985,0.920898438,anonymous,EN,14.812,14.812,16.892,1,Candidate 2,11.839,11.839,12.556,1,Candidate 2,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Gender,Female,EU Integration,Support EU Integration,Liberal Democrats,Plagiarism,Male,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Plagiarism,Gender,Female,EU Integration,Neutral,Labour Party,Misreporting Funds,Female,Support EU Integration
155.245.28.24,100,15,TRUE,2018/5/29 07:06,R_dmWTMA9qSIoxLG1,,,,,51.90859985,0.920898438,anonymous,EN,6.557,6.557,7.887,1,Candidate 1,5.12,5.12,6.583,1,Candidate 2,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Support EU Integration,Misreporting Funds,Conservative Party,Female,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Neutral,Plagiarism,Conservative Party,Male,Support EU Integration
155.245.28.16,100,34,TRUE,2018/5/29 07:07,R_27v5Yz1GK8viZjA,,,,,51.90859985,0.920898438,anonymous,EN,22.711,22.711,23.694,1,Candidate 2,8.13,8.13,11.259,1,Candidate 1,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Female,Oppose EU Integration,No Scandal,Liberal Democrats,Female,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Male,Oppose EU Integration,Having an Extramarital Affair,Conservative Party,Female
155.245.28.17,100,29,TRUE,2018/5/29 07:07,R_2YzhMvjyBuY4XrB,,,,,51.90859985,0.920898438,anonymous,EN,6.978,6.978,18.641,1,Candidate 1,4.356,4.356,10.272,1,Candidate 1,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Male,Neutral,Liberal Democrats,Having an Extramarital Affair,Gender,Female,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,No Scandal,Female,Neutral,Labour Party,Having an Extramarital Affair
155.245.28.20,100,28,TRUE,2018/5/29 07:07,R_1rwDOQ8m9Ls4neb,,,,,51.90859985,0.920898438,anonymous,EN,11.082,11.082,12.339,1,Candidate 2,12.773,12.773,15.715,1,Candidate 2,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Oppose EU Integration,Male,Labour Party,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Neutral,Female,Labour Party,No Scandal
155.245.28.12,100,44,TRUE,2018/5/29 07:07,R_22PkmOxVl1PC7cU,,,,,51.90859985,0.920898438,anonymous,EN,18.216,18.216,19.684,1,Candidate 2,23.619,23.619,25.989,1,Candidate 1,Gender,Male,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Neutral,Female,Misreporting Funds,Labour Party,Neutral,Gender,Male,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Female,Misreporting Funds,Conservative Party,Support EU Integration
155.245.28.2,100,49,TRUE,2018/5/29 07:08,R_Dwxx5kU5EOmU2yZ,,,,,51.90859985,0.920898438,anonymous,EN,19.833,19.833,34.16,1,Candidate 1,15.438,15.438,16.325,1,Candidate 2,Party Affiliation,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Liberal Democrats,Male,Support EU Integration,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Conservative Party,Female,Neutral,Having an Extramarital Affair
155.245.28.10,100,17,TRUE,2018/5/29 07:32,R_2CpKsPtSf8Hxyct,,,,,51.90859985,0.920898438,anonymous,EN,8.143,8.143,9.091,1,Candidate 1,6.918,6.918,8.145,1,Candidate 1,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Liberal Democrats,Oppose EU Integration,Plagiarism,Male,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Male,Party Affiliation,Conservative Party,Neutral,Misreporting Funds,Male,Conservative Party
155.245.28.2,100,16,TRUE,2018/5/29 07:33,R_10GfiA9akFuTx0D,,,,,51.90859985,0.920898438,anonymous,EN,4.646,4.646,5.82,1,Candidate 2,7.326,7.326,9.631,1,Candidate 2,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Male,Labour Party,No Scandal,Neutral,Male,Party Affiliation,Labour Party,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Female,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Male
155.245.28.8,100,36,TRUE,2018/5/29 07:33,R_1LwkiPixSAdOL3X,,,,,51.90859985,0.920898438,anonymous,EN,24.644,24.644,26.493,1,Candidate 2,9.591,9.591,10.528,1,Candidate 2,Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Having an Extramarital Affair,Female,Neutral,Conservative Party,Scandal,Plagiarism,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Plagiarism,Female,Oppose EU Integration,Liberal Democrats
155.245.28.9,100,23,TRUE,2018/5/29 08:04,R_2B4gJvXyHM2eFLA,,,,,51.90859985,0.920898438,anonymous,EN,8.793,8.793,9.649,1,Candidate 2,12.651,12.651,13.853,1,Candidate 1,Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,No Scandal,Female,Oppose EU Integration,Labour Party,Scandal,Plagiarism,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Misreporting Funds,Male,Oppose EU Integration,Liberal Democrats
155.245.28.4,100,19,TRUE,2018/5/29 08:05,R_swlVF3mPYWubQ7n,,,,,51.90859985,0.920898438,anonymous,EN,5.695,5.695,8.837,1,Candidate 1,8.073,8.073,8.871,1,Candidate 1,Gender,Male,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Male,Support EU Integration,Having an Extramarital Affair,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Male,Oppose EU Integration,Having an Extramarital Affair,Conservative Party
155.245.28.9,100,33,TRUE,2018/5/29 08:34,R_2VgOL6aSwWUvAzv,,,,,51.90859985,0.920898438,anonymous,EN,9.944,10.687,11.141,2,Candidate 2,15.352,15.352,22.073,1,Candidate 1,Party Affiliation,Liberal Democrats,Gender,Male,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Labour Party,Female,Misreporting Funds,Neutral,Party Affiliation,Labour Party,Gender,Male,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Liberal Democrats,Male,Sexual Harassment,Support EU Integration
155.245.28.2,100,20,TRUE,2018/5/29 09:37,R_1nMZDQ4YXCA4FVV,,,,,51.90859985,0.920898438,anonymous,EN,13.14,13.14,14.208,1,Candidate 2,4.396,4.396,5.806,1,Candidate 1,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Female,EU Integration,Neutral,Misreporting Funds,Labour Party,Female,Support EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Neutral,Sexual Harassment,Conservative Party,Male,Neutral
155.245.28.4,100,19,TRUE,2018/5/29 09:38,R_RWGQatkGp9fGTUR,,,,,51.90859985,0.920898438,anonymous,EN,10.082,10.082,11.832,1,Candidate 1,5.535,5.535,7.351,1,Candidate 2,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,Neutral,Plagiarism,Liberal Democrats,Male,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Female,Support EU Integration,No Scandal,Liberal Democrats,Female
155.245.28.2,100,23,TRUE,2018/5/29 10:04,R_3nVMsWmvTdQo3Uf,,,,,51.90859985,0.920898438,anonymous,EN,10.949,10.949,11.905,1,Candidate 1,8.052,8.052,10.842,1,Candidate 2,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Female,EU Integration,Support EU Integration,Having an Extramarital Affair,Labour Party,Male,Support EU Integration,Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Support EU Integration,Having an Extramarital Affair,Liberal Democrats,Female,Support EU Integration
155.245.28.9,100,20,TRUE,2018/5/29 10:05,R_2zzOMrgS7rVgXrM,,,,,51.90859985,0.920898438,anonymous,EN,11.646,11.646,12.694,1,Candidate 2,6.173,6.173,7.137,1,Candidate 1,Party Affiliation,Conservative Party,Scandal,Plagiarism,Gender,Female,EU Integration,Oppose EU Integration,Labour Party,Sexual Harassment,Female,Support EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Male,EU Integration,Support EU Integration,Labour Party,Misreporting Funds,Female,Oppose EU Integration
155.245.28.10,100,21,TRUE,2018/5/29 10:09,R_1kN9posF0Lp7Ggy,,,,,51.90859985,0.920898438,anonymous,EN,8.253,8.253,9.096,1,Candidate 1,9.203,9.203,11.005,1,Candidate 1,EU Integration,Neutral,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Oppose EU Integration,Female,Misreporting Funds,Labour Party,EU Integration,Neutral,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Oppose EU Integration,Male,Sexual Harassment,Liberal Democrats
155.245.28.11,100,51,TRUE,2018/5/30 07:03,R_2YDEUXVS1RQKa6a,,,,,51.90859985,0.920898438,anonymous,EN,42.073,42.073,43.566,1,Candidate 1,7.755,8.279,9.061,2,Candidate 2,Gender,Male,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,No Scandal,Female,Support EU Integration,Conservative Party,Sexual Harassment,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Female,Support EU Integration,Labour Party,Sexual Harassment
155.245.28.15,100,18,TRUE,2018/5/30 07:03,R_2QtxBeIRYl4uLe0,,,,,51.90859985,0.920898438,anonymous,EN,9.767,9.767,10.778,1,Candidate 2,4.99,4.99,7.005,1,Candidate 2,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Neutral,Female,Having an Extramarital Affair,Conservative Party,Support EU Integration,Gender,Female,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Male,No Scandal,Conservative Party,Support EU Integration
155.245.28.8,100,35,TRUE,2018/5/30 07:04,R_3lYxSazpiQxK4pX,,,,,51.90859985,0.920898438,anonymous,EN,12.484,12.484,15.036,1,Candidate 1,9.615,9.615,21.171,1,Candidate 1,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Male,Conservative Party,Oppose EU Integration,Sexual Harassment,Gender,Male,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Female,Conservative Party,Oppose EU Integration,Sexual Harassment
155.245.28.12,100,33,TRUE,2018/5/30 07:05,R_3D0KgFDpBJfhgMx,,,,,51.90859985,0.920898438,anonymous,EN,8.546,18.723,19.985,2,Candidate 1,11.872,11.872,13.425,1,Candidate 2,Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,Sexual Harassment,Neutral,Labour Party,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Female,Plagiarism,Neutral,Conservative Party,Female
155.245.28.10,100,18,TRUE,2018/5/30 07:05,R_1o0ET9X0fXeKcAQ,,,,,51.90859985,0.920898438,anonymous,EN,7.232,7.232,8.837,1,Candidate 2,7.783,7.783,8.585,1,Candidate 2,Gender,Female,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Plagiarism,Male,Neutral,Liberal Democrats,Plagiarism,Gender,Male,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Plagiarism,Female,Support EU Integration,Liberal Democrats,No Scandal
155.245.28.4,100,37,TRUE,2018/5/30 07:05,R_24hB2CSlHhu3K4a,,,,,51.90859985,0.920898438,anonymous,EN,11.075,11.075,19.186,1,Candidate 1,11.919,11.919,18.99,1,Candidate 2,Scandal,Plagiarism,Gender,Male,EU Integration,Neutral,Party Affiliation,Labour Party,Sexual Harassment,Female,Neutral,Labour Party,Scandal,Misreporting Funds,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Sexual Harassment,Female,Support EU Integration,Labour Party
155.245.28.9,100,31,TRUE,2018/5/30 07:06,R_2rT4kwF2ei0vZb6,,,,,51.90859985,0.920898438,anonymous,EN,16.894,16.894,23.803,1,Candidate 2,7.222,7.222,8.398,1,Candidate 1,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Plagiarism,Female,Conservative Party,Neutral,Scandal,No Scandal,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Neutral,Having an Extramarital Affair,Male,Liberal Democrats,Neutral
155.245.28.16,100,51,TRUE,2018/5/30 07:06,R_2EFEvSkgASaQqBS,,,,,51.90859985,0.920898438,anonymous,EN,7.925,7.925,9.342,1,Candidate 2,39.592,41.948,43.259,2,Candidate 1,Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Male,No Scandal,Support EU Integration,Labour Party,Male,Scandal,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,Plagiarism,Neutral,Labour Party,Male
