StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
2018-04-25 06:04:43,2018-04-25 06:05:12,IP Address,155.245.28.9,100,29,True,2018-04-25 06:05:13,R_2dmaAayDhgeJ44b,,,,,51.908599853516,0.9208984375,anonymous,EN,13.811,13.811,15.211,1,Minister 1,12.123,12.123,14.077,1,Minister 1,PM's Position in EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Sexual Harassment,Neutral,Sexual Harassment,Male,Labour Party,Neutral,Labour Party,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Female,PM's Partisanship,Labour Party,EU Integration,Neutral,Party Affiliation,Labour Party,PM's Scandal,No Scandal,Support EU Integration,Sexual Harassment,Male,Conservative Party,Neutral,Conservative Party,Plagiarism
2018-04-25 06:37:04,2018-04-25 06:37:28,IP Address,155.245.28.9,100,23,True,2018-04-25 06:37:28,R_3k5JcE2xKQjRqB6,,,,,51.908599853516,0.9208984375,anonymous,EN,9.082,9.082,12.553,1,Minister 2,9.425,9.425,10.911,1,Minister 1,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Scandal,Misreporting Funds,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Liberal Democrats,Support EU Integration,Conservative Party,Plagiarism,Misreporting Funds,Male,Neutral,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Scandal,Having an Extramarital Affair,Gender,Male,PM's Position in EU Integration,Neutral,Conservative Party,Oppose EU Integration,Conservative Party,Misreporting Funds,No Scandal,Female,Neutral
2018-04-25 06:39:03,2018-04-25 06:39:45,IP Address,155.245.28.2,100,41,True,2018-04-25 06:39:45,R_3ISvaCG1S03pTmm,,,,,51.908599853516,0.9208984375,anonymous,EN,14.704,14.704,15.699,1,Minister 2,25.807,25.807,26.697,1,Minister 2,EU Integration,Neutral,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Female,Scandal,Having an Extramarital Affair,Neutral,Plagiarism,Labour Party,Labour Party,Support EU Integration,Male,Having an Extramarital Affair,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Gender,Male,Scandal,Plagiarism,Support EU Integration,Misreporting Funds,Liberal Democrats,Conservative Party,Neutral,Female,Plagiarism
2018-04-25 06:42:38,2018-04-25 06:43:41,IP Address,155.245.28.4,100,62,True,2018-04-25 06:43:42,R_vjHDyWUrjDY5KI9,,,,,51.908599853516,0.9208984375,anonymous,EN,25.273,25.273,26.752,1,Minister 1,37.871,37.871,38.831,1,Minister 2,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,Gender,Female,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Conservative Party,Support EU Integration,Misreporting Funds,Sexual Harassment,Female,Neutral,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,No Scandal,PM's Scandal,Sexual Harassment,Gender,Female,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,Labour Party,Neutral,Plagiarism,Plagiarism,Male,Oppose EU Integration,Labour Party
2018-04-26 03:37:17,2018-04-26 03:38:08,IP Address,155.245.28.2,100,51,True,2018-04-26 03:38:09,R_2atOdUUDHphcBCz,,,,,51.908599853516,0.9208984375,anonymous,EN,28.756,28.756,29.61,1,Minister 1,21.975,21.975,23.444,1,Minister 1,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Liberal Democrats,Support EU Integration,Female,Neutral,Plagiarism,Having an Extramarital Affair,Conservative Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,EU Integration,Neutral,PM's Scandal,No Scandal,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Liberal Democrats,Support EU Integration,Female,Oppose EU Integration,Plagiarism,No Scandal,Conservative Party
2018-04-26 04:35:50,2018-04-26 04:36:37,IP Address,155.245.28.2,100,47,True,2018-04-26 04:36:38,R_1mOCRlp0GuGLMZr,,,,,51.908599853516,0.9208984375,anonymous,EN,13.989,13.989,15.278,1,Minister 2,4.88,9.377,11.03,5,Minister 2,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Labour Party,Support EU Integration,Female,Oppose EU Integration,Labour Party,No Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Labour Party,Oppose EU Integration,Female,Support EU Integration,Labour Party,No Scandal,Plagiarism
2018-04-26 05:03:45,2018-04-26 05:04:12,IP Address,155.245.28.2,100,26,True,2018-04-26 05:04:12,R_RfCZW0QAp0pm5ln,,,,,51.908599853516,0.9208984375,anonymous,EN,1.057,1.057,1.909,1,Minister 2,17.264,17.264,24.111,1,Minister 2,PM's Scandal,Plagiarism,EU Integration,Neutral,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,No Scandal,PM's Position in EU Integration,Neutral,Gender,Female,Sexual Harassment,Neutral,Conservative Party,Liberal Democrats,Sexual Harassment,Neutral,Female,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,No Scandal,Oppose EU Integration,Conservative Party,Conservative Party,Plagiarism,Oppose EU Integration,Male
2018-04-26 05:05:53,2018-04-26 05:06:08,IP Address,155.245.28.9,100,15,True,2018-04-26 05:06:09,R_32KpytMvn4HtlGm,,,,,51.908599853516,0.9208984375,anonymous,EN,4.401,7.029,7.481,4,Minister 1,4.923,4.923,6.812,1,Minister 1,Gender,Male,Scandal,Sexual Harassment,PM's Partisanship,Labour Party,PM's Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,EU Integration,Neutral,Female,Sexual Harassment,Labour Party,Plagiarism,Neutral,Labour Party,Support EU Integration,Gender,Female,Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Male,No Scandal,Conservative Party,Sexual Harassment,Neutral,Conservative Party,Support EU Integration
2018-04-26 05:07:33,2018-04-26 05:07:39,IP Address,155.245.28.4,100,5,True,2018-04-26 05:07:39,R_2v7dlKZcX0qidPj,,,,,51.908599853516,0.9208984375,anonymous,EN,0.891,0.891,1.794,1,Minister 2,0.879,0.879,1.806,1,Minister 1,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Male,Conservative Party,Support EU Integration,No Scandal,Neutral,Conservative Party,Misreporting Funds,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Female,Conservative Party,Support EU Integration,Plagiarism,Neutral,Conservative Party,No Scandal
2018-04-26 05:07:19,2018-04-26 05:08:08,IP Address,155.245.28.8,100,48,True,2018-04-26 05:08:09,R_OI6PUCDZrCWI5eF,,,,,51.908599853516,0.9208984375,anonymous,EN,19.667,19.667,20.408,1,Minister 2,28.703,28.703,29.511,1,Minister 2,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Plagiarism,Gender,Female,Neutral,Having an Extramarital Affair,Labour Party,Oppose EU Integration,Labour Party,Plagiarism,Female,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Female,Oppose EU Integration,Plagiarism,Conservative Party,Support EU Integration,Liberal Democrats,No Scandal,Female
2018-04-26 05:40:29,2018-04-26 05:41:23,IP Address,155.245.28.2,100,53,True,2018-04-26 05:41:24,R_338wm4RAUmU4MmU,,,,,51.908599853516,0.9208984375,anonymous,EN,30.715,30.715,33.545,1,Minister 2,18.769,18.769,21.394,1,Minister 1,EU Integration,Support EU Integration,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Neutral,Having an Extramarital Affair,Liberal Democrats,Female,No Scandal,Conservative Party,Neutral,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Male,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Neutral,No Scandal,Labour Party,Male,Sexual Harassment,Labour Party,Support EU Integration
2018-04-26 05:45:01,2018-04-26 05:45:30,IP Address,155.245.28.4,100,29,True,2018-04-26 05:45:30,R_3kdMAhDuMbI40U4,,,,,51.908599853516,0.9208984375,anonymous,EN,8.433,8.433,9.343,1,Minister 1,18.432,18.432,19.592,1,Minister 1,Scandal,No Scandal,Gender,Male,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,Misreporting Funds,Male,Conservative Party,No Scandal,Conservative Party,Neutral,Oppose EU Integration,Scandal,Plagiarism,Gender,Female,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,Sexual Harassment,Male,Conservative Party,No Scandal,Conservative Party,Neutral,Oppose EU Integration
2018-04-26 06:04:09,2018-04-26 06:04:27,IP Address,155.245.28.8,100,18,True,2018-04-26 06:04:28,R_1QoRdg4zk4Dy2yM,,,,,51.908599853516,0.9208984375,anonymous,EN,6.581,6.581,7.635,1,Minister 1,9.088,9.088,10.498,1,Minister 1,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,No Scandal,Scandal,Plagiarism,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Support EU Integration,Labour Party,Male,Plagiarism,Sexual Harassment,Labour Party,Neutral,EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Having an Extramarital Affair,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Oppose EU Integration,Labour Party,Male,Sexual Harassment,Plagiarism,Labour Party,Oppose EU Integration
2018-04-26 06:05:53,2018-04-26 06:06:24,IP Address,155.245.28.4,100,31,True,2018-04-26 06:06:24,R_TcR30ABz5zBo0mt,,,,,51.908599853516,0.9208984375,anonymous,EN,11.939,11.939,13.167,1,Minister 1,15.822,15.822,17.603,1,Minister 2,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Support EU Integration,Liberal Democrats,Sexual Harassment,Oppose EU Integration,Female,Sexual Harassment,Conservative Party,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Misreporting Funds,EU Integration,Neutral,Gender,Male,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Support EU Integration,Labour Party,Plagiarism,Oppose EU Integration,Female,Having an Extramarital Affair,Labour Party
2018-04-26 06:06:02,2018-04-26 06:06:38,IP Address,155.245.28.2,100,36,True,2018-04-26 06:06:39,R_8kKtkQs5WsvcdWh,,,,,51.908599853516,0.9208984375,anonymous,EN,10.031,10.031,10.787,1,Minister 2,23.971,23.971,26.02,1,Minister 2,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Gender,Male,Labour Party,Neutral,No Scandal,Labour Party,Support EU Integration,Having an Extramarital Affair,Male,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Gender,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Female
2018-04-26 06:08:47,2018-04-26 06:09:49,IP Address,155.245.28.9,100,62,True,2018-04-26 06:09:49,R_31tueIVd2ZZjg9V,,,,,51.908599853516,0.9208984375,anonymous,EN,26.161,26.161,28.089,1,Minister 2,34.326,34.326,35.356,1,Minister 1,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,PM's Scandal,Misreporting Funds,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Labour Party,Plagiarism,Plagiarism,Female,Support EU Integration,Neutral,Labour Party,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Labour Party,No Scandal,Misreporting Funds,Female,Neutral,Support EU Integration,Labour Party
2018-04-26 06:33:33,2018-04-26 06:35:01,IP Address,155.245.28.2,100,87,True,2018-04-26 06:35:01,R_0U6obQVEFqEqm5z,,,,,51.908599853516,0.9208984375,anonymous,EN,18.404,18.404,20.351,1,Minister 2,46.694,46.694,48.564,1,Minister 1,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Gender,Female,Scandal,Sexual Harassment,Support EU Integration,Labour Party,Labour Party,No Scandal,Support EU Integration,Female,No Scandal,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Gender,Male,Scandal,Misreporting Funds,Oppose EU Integration,Conservative Party,Conservative Party,Plagiarism,Oppose EU Integration,Female,Having an Extramarital Affair
2018-04-26 06:35:21,2018-04-26 06:35:49,IP Address,155.245.28.8,100,27,True,2018-04-26 06:35:49,R_tVBWwaJrk6ZbBeN,,,,,51.908599853516,0.9208984375,anonymous,EN,10.711,10.711,11.745,1,Minister 1,14.052,14.052,15.023,1,Minister 1,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Gender,Female,PM's Partisanship,Conservative Party,Scandal,No Scandal,EU Integration,Neutral,Oppose EU Integration,No Scandal,Labour Party,Male,Labour Party,Having an Extramarital Affair,Oppose EU Integration,PM's Position in EU Integration,Neutral,PM's Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Gender,Female,PM's Partisanship,Conservative Party,Scandal,No Scandal,EU Integration,Support EU Integration,Oppose EU Integration,Sexual Harassment,Labour Party,Female,Labour Party,Sexual Harassment,Neutral
2018-04-26 06:35:59,2018-04-26 06:36:30,IP Address,155.245.28.4,100,31,True,2018-04-26 06:36:31,R_3IS1GMVmvIQ34a0,,,,,51.908599853516,0.9208984375,anonymous,EN,18.002,18.002,19.143,1,Minister 1,10.954,10.954,13.143,1,Minister 2,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,No Scandal,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,PM's Scandal,Misreporting Funds,Oppose EU Integration,Female,Liberal Democrats,Misreporting Funds,Neutral,Conservative Party,Sexual Harassment,EU Integration,Neutral,Gender,Male,Party Affiliation,Labour Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,PM's Scandal,Misreporting Funds,Oppose EU Integration,Female,Liberal Democrats,No Scandal,Support EU Integration,Conservative Party,No Scandal
2018-04-26 06:47:43,2018-04-26 06:48:20,IP Address,155.245.28.9,100,36,True,2018-04-26 06:48:20,R_23ZAphDDiW0HAWP,,,,,51.908599853516,0.9208984375,anonymous,EN,13.267,13.267,14.457,1,Minister 2,21.342,21.342,22.513,1,Minister 1,Gender,Male,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,Male,Neutral,Labour Party,Misreporting Funds,Support EU Integration,Labour Party,Plagiarism,Gender,Female,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,Male,Neutral,Labour Party,Plagiarism,Neutral,Labour Party,Sexual Harassment
2018-05-29 07:08:04,2018-05-29 07:08:33,IP Address,155.245.28.22,100,28,True,2018-05-29 07:08:33,R_2zBnE4gFpwt8JJj,,,,,51.908599853516,0.9208984375,anonymous,EN,7.464,7.464,12.124,1,Minister 1,14.513,14.513,15.488,1,Minister 1,Gender,Male,PM's Scandal,Plagiarism,Scandal,No Scandal,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,EU Integration,Neutral,PM's Partisanship,Conservative Party,Male,Having an Extramarital Affair,Sexual Harassment,Oppose EU Integration,Conservative Party,Support EU Integration,Conservative Party,Gender,Female,PM's Scandal,Having an Extramarital Affair,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Female,Sexual Harassment,No Scandal,Support EU Integration,Liberal Democrats,Neutral,Conservative Party
2018-05-29 07:08:19,2018-05-29 07:08:33,IP Address,155.245.28.24,100,13,True,2018-05-29 07:08:33,R_beAIkkMiZWnJys9,,,,,51.908599853516,0.9208984375,anonymous,EN,3.283,5.241,6.25,3,Minister 1,3.771,4.727,6.113,2,Minister 2,PM's Position in EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Female,Oppose EU Integration,Plagiarism,Neutral,Sexual Harassment,Liberal Democrats,Conservative Party,Female,PM's Position in EU Integration,Support EU Integration,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Female,Neutral,Plagiarism,Support EU Integration,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Female
2018-05-29 07:08:27,2018-05-29 07:08:48,IP Address,155.245.28.13,100,21,True,2018-05-29 07:08:48,R_1GUkhVVnr8DoxqR,,,,,51.908599853516,0.9208984375,anonymous,EN,6.776,6.776,7.921,1,Minister 1,12.368,12.368,13.156,1,Minister 2,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,EU Integration,Neutral,Scandal,Having an Extramarital Affair,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,Conservative Party,Oppose EU Integration,Male,Neutral,Sexual Harassment,Misreporting Funds,Conservative Party,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Plagiarism,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,Conservative Party,Oppose EU Integration,Female,Neutral,No Scandal,No Scandal,Conservative Party
2018-05-29 07:08:27,2018-05-29 07:08:57,IP Address,155.245.28.10,100,30,True,2018-05-29 07:08:57,R_2YD2r2cs5usjtz4,,,,,51.908599853516,0.9208984375,anonymous,EN,8.711,8.711,13.863,1,Minister 1,14.709,14.709,16.87,1,Minister 1,EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,Scandal,No Scandal,Support EU Integration,Female,Misreporting Funds,Conservative Party,Liberal Democrats,Neutral,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Oppose EU Integration,Male,Having an Extramarital Affair,Conservative Party,Conservative Party,Neutral,Having an Extramarital Affair
2018-05-29 07:08:54,2018-05-29 07:09:16,IP Address,155.245.28.21,100,22,True,2018-05-29 07:09:17,R_2E0IBecL0qFYj2Q,,,,,51.908599853516,0.9208984375,anonymous,EN,14.001,14.001,14.987,1,Minister 2,6.971,6.971,7.903,1,Minister 1,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Conservative Party,Plagiarism,Neutral,Sexual Harassment,Conservative Party,Male,Oppose EU Integration,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,Scandal,No Scandal,PM's Partisanship,Conservative Party,Gender,Male,EU Integration,Support EU Integration,Labour Party,No Scandal,Neutral,Misreporting Funds,Labour Party,Male,Support EU Integration
2018-05-29 07:09:05,2018-05-29 07:09:39,IP Address,155.245.28.11,100,33,True,2018-05-29 07:09:39,R_3MQADWfY0bjhFDQ,,,,,51.908599853516,0.9208984375,anonymous,EN,13.629,13.629,14.848,1,Minister 1,14.284,14.284,18.71,1,Minister 2,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Misreporting Funds,Female,Labour Party,Support EU Integration,Labour Party,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Sexual Harassment,Support EU Integration,Sexual Harassment,Male,Conservative Party,Oppose EU Integration,Conservative Party
2018-05-29 07:09:32,2018-05-29 07:10:04,IP Address,155.245.28.16,100,31,True,2018-05-29 07:10:04,R_2PhYxya9fojFC63,,,,,51.908599853516,0.9208984375,anonymous,EN,13.064,20.333,21.502,3,Minister 1,4.947,5.729,9.564,2,Minister 1,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,Gender,Male,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Oppose EU Integration,Sexual Harassment,Female,No Scandal,Conservative Party,Neutral,Liberal Democrats,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,Gender,Male,PM's Scandal,No Scandal,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Neutral,Having an Extramarital Affair,Male,Misreporting Funds,Conservative Party,Neutral,Conservative Party
2018-05-29 07:09:23,2018-05-29 07:10:04,IP Address,155.245.28.26,100,41,True,2018-05-29 07:10:05,R_3HHO5RgKtDEVTt3,,,,,51.908599853516,0.9208984375,anonymous,EN,4.254,4.254,17.612,1,Minister 1,11.114,23.392,25.123,2,Minister 2,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Liberal Democrats,Misreporting Funds,Support EU Integration,Conservative Party,Neutral,Female,Sexual Harassment,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Sexual Harassment,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Oppose EU Integration,Male,Sexual Harassment
2018-05-29 07:09:50,2018-05-29 07:10:13,IP Address,155.245.28.23,100,23,True,2018-05-29 07:10:13,R_1dE5vN1bQe5zOe2,,,,,51.908599853516,0.9208984375,anonymous,EN,10.903,10.903,15.33,1,Minister 2,5.767,5.767,6.757,1,Minister 2,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Labour Party,Misreporting Funds,Female,Labour Party,Support EU Integration,Misreporting Funds,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Liberal Democrats,Having an Extramarital Affair,Male,Conservative Party,Support EU Integration,No Scandal,Neutral
2018-05-29 07:10:14,2018-05-29 07:11:08,IP Address,155.245.28.17,100,53,True,2018-05-29 07:11:08,R_33jdfm1D6guzeEQ,,,,,51.908599853516,0.9208984375,anonymous,EN,40.523,40.523,42.729,1,Minister 1,9.945,9.945,11.309,1,Minister 2,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Gender,Female,EU Integration,Oppose EU Integration,Conservative Party,Sexual Harassment,Liberal Democrats,Plagiarism,Neutral,Female,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Gender,Female,EU Integration,Oppose EU Integration,Conservative Party,Misreporting Funds,Liberal Democrats,No Scandal,Oppose EU Integration,Male,Neutral
