IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6
155.245.28.9,100,83,TRUE,2018/5/29 08:05,R_2saPkB9wGXgVVfe,,,,,51.90859985,0.920898438,anonymous,EN,0,0,49.515,0,9.975,9.975,11.459,1,Prime Minister 1,24.064,24.064,25.22,1,Prime Minister 1,Gender,Male,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Female,Misreporting Funds,Conservative Party,Support EU Integration,Gender,Female,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Female,Sexual Harassment,Liberal Democrats,Oppose EU Integration,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Having an Extramarital Affair,Conservative Party,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Plagiarism,Conservative Party
155.245.28.4,100,78,TRUE,2018/5/29 08:06,R_2TAigWoISisAoEt,,,,,51.90859985,0.920898438,anonymous,EN,0,0,48.359,0,16.624,16.624,17.781,1,Prime Minister 2,13.889,13.889,14.944,1,Prime Minister 1,Gender,Male,Scandal,Plagiarism,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Male,Having an Extranarital Affair,Labour Party,No Scandal,Gender,Male,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Male,Having an Extranarital Affair,Labour Party,Sexual Harassment,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Neutral,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Labour Party,Neutral
155.245.28.9,100,60,TRUE,2018/5/29 08:35,R_2tfb8ahEtXBVu18,,,,,51.90859985,0.920898438,anonymous,EN,0,0,12.585,0,24.632,25.589,25.994,2,Prime Minister 1,21.082,21.082,22.028,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Liberal Democrats,Misreporting Funds,Female,Conservative Party,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Liberal Democrats,No Scandal,Male,Conservative Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Oppose EU Integration,Plagiarism,EU Integration,Oppose EU Integration,Scandal,Having an Extranarital Affair,Oppose EU Integration,Plagiarism
155.245.28.2,100,27,TRUE,2018/5/29 09:38,R_2t9evHTiHpILXoU,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.745,0,6.332,6.332,7.516,1,Prime Minister 1,3.732,7.195,8.837,2,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Female,Liberal Democrats,No Scandal,Conservative Party,Female,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Male,Conservative Party,No Scandal,Conservative Party,Female,EU Integration,Neutral,Minister's Scandal,No Scandal,Oppose EU Integration,No Scandal,EU Integration,Neutral,Minister's Scandal,No Scandal,Oppose EU Integration,Having an Extramarital Affair
155.245.28.4,100,70,TRUE,2018/5/29 09:39,R_3PgH7VZUelbDRxC,,,,,51.90859985,0.920898438,anonymous,EN,0,0,32.504,0,17.687,17.687,19.245,1,Prime Minister 1,17.2,17.2,20.326,1,Prime Minister 1,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Scandal,No Scandal,Conservative Party,No Scandal,Conservative Party,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Conservative Party,No Scandal,Liberal Democrats,Having an Extranarital Affair,EU Integration,Support EU Integration,Gender,Male,Neutral,Female,EU Integration,Support EU Integration,Gender,Male,Oppose EU Integration,Male
155.245.28.2,100,41,TRUE,2018/5/29 10:04,R_O9c1FJGs2oh3TNL,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.984,0,17.226,17.226,18.634,1,Prime Minister 1,8.231,8.231,9.251,1,Prime Minister 1,Scandal,Plagiarism,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,No Scandal,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,EU Integration,Neutral,Sexual Harassment,Labour Party,Misreporting Funds,Oppose EU Integration,Gender,Female,Minister's Partisanship,Labour Party,Female,Conservative Party,Gender,Male,Minister's Partisanship,Labour Party,Male,Labour Party
155.245.28.9,100,90,TRUE,2018/5/29 10:06,R_3Pq2Iiek3vs4UwD,,,,,51.90859985,0.920898438,anonymous,EN,0,0,45.396,0,29.025,29.025,29.992,1,Prime Minister 1,16.565,16.565,17.511,1,Prime Minister 2,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,Minister's Scandal,Plagiarism,Conservative Party,Conservative Party,Female,No Scandal,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Female,Misreporting Funds,Scandal,No Scandal,EU Integration,Support EU Integration,Plagiarism,Support EU Integration,Scandal,Misreporting Funds,EU Integration,Neutral,Plagiarism,Oppose EU Integration
155.245.28.10,100,44,TRUE,2018/5/29 10:09,R_1d4ch22mAUds3lR,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.216,0,24.029,24.029,25.085,1,Prime Minister 1,5.917,5.917,6.851,1,Prime Minister 2,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,No Scandal,Oppose EU Integration,Male,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,No Scandal,Oppose EU Integration,Female,Labour Party,Minister's Partisanship,Labour Party,Scandal,No Scandal,Conservative Party,No Scandal,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,Labour Party,Plagiarism
155.245.28.11,100,28,TRUE,2018/5/30 07:04,R_DFWhuSSoyN36zuN,,,,,51.90859985,0.920898438,anonymous,EN,0,0,4.649,0,11.971,11.971,12.916,1,Prime Minister 1,7.491,8.449,9.518,2,Prime Minister 1,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Scandal,Having an Extranarital Affair,Labour Party,Male,Plagiarism,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Labour Party,Female,Misreporting Funds,Misreporting Funds,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Labour Party,Support EU Integration,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Labour Party,Support EU Integration
155.245.28.15,100,45,TRUE,2018/5/30 07:04,R_1mLE2fxF2CpkNWT,,,,,51.90859985,0.920898438,anonymous,EN,0,0,15.499,0,12.18,12.18,13.68,1,Prime Minister 1,15.046,15.046,16.64,1,Prime Minister 1,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Misreporting Funds,Conservative Party,Oppose EU Integration,Male,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Female,Sexual Harassment,Labour Party,Neutral,Male,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,Misreporting Funds,Liberal Democrats,Minister's Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,No Scandal,Labour Party
155.245.28.8,100,62,TRUE,2018/5/30 07:05,R_0TwZbHiTwrwz7Kp,,,,,51.90859985,0.920898438,anonymous,EN,0,0,34.031,0,13.286,13.286,15.293,1,Prime Minister 1,11.312,11.312,14.192,1,Prime Minister 1,Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Gender,Female,Party Affiliation,Labour Party,Misreporting Funds,Labour Party,Female,Labour Party,Scandal,No Scandal,Minister's Partisanship,Conservative Party,Gender,Male,Party Affiliation,Conservative Party,Misreporting Funds,Liberal Democrats,Male,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,No Scandal,Oppose EU Integration,Having an Extramarital Affair,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Support EU Integration,Plagiarism
155.245.28.12,100,47,TRUE,2018/5/30 07:05,R_p9k1jawlAEL6A2l,,,,,51.90859985,0.920898438,anonymous,EN,0,0,25.283,0,8.339,8.339,10.738,1,Prime Minister 1,9.304,9.304,11.495,1,Prime Minister 2,Gender,Female,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Male,No Scandal,Conservative Party,Misreporting Funds,Gender,Female,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Scandal,Plagiarism,Male,Plagiarism,Labour Party,Having an Extranarital Affair,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Oppose EU Integration,Liberal Democrats,EU Integration,Neutral,Minister's Partisanship,Labour Party,Support EU Integration,Labour Party
155.245.28.10,100,53,TRUE,2018/5/30 07:06,R_3McKJ7yyC3ohPX0,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.507,0,16.501,16.501,18.09,1,Prime Minister 1,6.82,6.82,7.948,1,Prime Minister 1,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Liberal Democrats,Minister's Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Neutral,Minister's Partisanship,Labour Party,Misreporting Funds,Conservative Party,Neutral,Conservative Party,Gender,Female,Scandal,Plagiarism,Male,Misreporting Funds,Gender,Female,Scandal,Sexual Harassment,Female,No Scandal
155.245.28.4,100,88,TRUE,2018/5/30 07:07,R_qKFBi6fMfbuC90J,,,,,51.90859985,0.920898438,anonymous,EN,0,0,43.842,0,18.296,18.296,24.305,1,Prime Minister 1,8.869,8.869,23.412,1,Prime Minister 2,EU Integration,Oppose EU Integration,Minister's Scandal,No Scandal,Gender,Male,Party Affiliation,Labour Party,Oppose EU Integration,Sexual Harassment,Female,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Conservative Party,Support EU Integration,Misreporting Funds,Female,Conservative Party,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Misreporting Funds,Conservative Party,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Sexual Harassment,Liberal Democrats
155.245.28.9,100,92,TRUE,2018/5/30 07:07,R_U9d2ywKumE23sXv,,,,,51.90859985,0.920898438,anonymous,EN,0,0,52.512,0,32.098,32.832,33.871,2,Prime Minister 2,7.678,7.678,9.479,1,Prime Minister 1,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,Having an Extranarital Affair,Conservative Party,Conservative Party,Neutral,Having an Extranarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Liberal Democrats,Conservative Party,Oppose EU Integration,Misreporting Funds,Minister's Scandal,Sexual Harassment,Gender,Male,Having an Extramarital Affair,Female,Minister's Scandal,Plagiarism,Gender,Male,Having an Extramarital Affair,Female
155.245.28.16,100,80,TRUE,2018/5/30 07:07,R_9uhY2Qdxo7vz1kd,,,,,51.90859985,0.920898438,anonymous,EN,13.335,25.859,27.734,3,16.903,16.903,18.502,1,Prime Minister 1,35.72,35.72,37.074,1,Prime Minister 2,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Female,Misreporting Funds,Sexual Harassment,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Female,No Scandal,Misreporting Funds,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Support EU Integration,Conservative Party,EU Integration,Neutral,Party Affiliation,Labour Party,Oppose EU Integration,Labour Party
155.245.28.17,100,79,TRUE,2018/5/30 07:08,R_3nIsoMJwzTDkX3P,,,,,51.90859985,0.920898438,anonymous,EN,0,0,20.468,0,45.002,45.002,46.917,1,Prime Minister 2,12.689,12.689,14.333,1,Prime Minister 2,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Minister's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Support EU Integration,Conservative Party,Sexual Harassment,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Plagiarism,Neutral,Conservative Party,Having an Extramarital Affair,Having an Extranarital Affair,Gender,Male,Minister's Partisanship,Labour Party,Male,Liberal Democrats,Gender,Female,Minister's Partisanship,Conservative Party,Male,Liberal Democrats
155.245.28.10,100,37,TRUE,2018/5/30 08:02,R_ULcl93Ru5VcCPER,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.857,0,13.911,13.911,14.861,1,Prime Minister 2,12.614,12.614,13.696,1,Prime Minister 2,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Labour Party,Labour Party,Female,Having an Extramarital Affair,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Sexual Harassment,Labour Party,Labour Party,Female,Sexual Harassment,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Having an Extranarital Affair,Support EU Integration,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Misreporting Funds,Oppose EU Integration
155.245.28.2,100,40,TRUE,2018/5/30 08:03,R_24IaaGvboto5WXM,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.662,0,13.621,13.621,15.386,1,Prime Minister 1,5.701,5.701,7.168,1,Prime Minister 1,Gender,Male,Scandal,No Scandal,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Male,Having an Extranarital Affair,Labour Party,Plagiarism,Gender,Male,Scandal,No Scandal,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,Male,Sexual Harassment,Conservative Party,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Neutral,Labour Party,Oppose EU Integration,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Conservative Party,Oppose EU Integration
155.245.28.9,100,69,TRUE,2018/5/30 08:05,R_2wuY31cKgPtqSWe,,,,,51.90859985,0.920898438,anonymous,EN,0,0,37.309,0,18.775,18.775,20.518,1,Prime Minister 1,12.496,12.496,13.788,1,Prime Minister 1,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,EU Integration,Neutral,Scandal,Plagiarism,Having an Extramarital Affair,Conservative Party,Support EU Integration,Having an Extranarital Affair,Minister's Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Plagiarism,Misreporting Funds,Conservative Party,Neutral,Misreporting Funds,Gender,Male,Party Affiliation,Labour Party,Male,Conservative Party,Gender,Male,Party Affiliation,Conservative Party,Male,Conservative Party
155.245.28.8,100,34,TRUE,2018/5/30 08:32,R_31gBmEvx8NBV1pb,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.954,0,4.657,4.657,5.765,1,Prime Minister 1,17.796,17.796,19.23,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Gender,Female,Minister's Partisanship,Conservative Party,Labour Party,Misreporting Funds,Male,Labour Party,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Minister's Partisanship,Conservative Party,Conservative Party,Plagiarism,Male,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Misreporting Funds,Neutral,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,No Scandal,Oppose EU Integration
155.245.28.2,100,37,TRUE,2018/5/30 08:33,R_TbdN7eTDbqp8qzL,,,,,51.90859985,0.920898438,anonymous,EN,0,0,7.04,0,12.741,12.741,13.838,1,Prime Minister 1,14.911,14.911,16.192,1,Prime Minister 1,Gender,Male,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Minister's Scandal,Sexual Harassment,Female,Liberal Democrats,Support EU Integration,Sexual Harassment,Gender,Male,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Having an Extramarital Affair,Female,Conservative Party,Neutral,Having an Extramarital Affair,Scandal,No Scandal,Party Affiliation,Conservative Party,Plagiarism,Conservative Party,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Having an Extranarital Affair,Conservative Party
155.245.28.10,100,44,TRUE,2018/5/30 08:33,R_3EorQvqcQkEkey0,,,,,51.90859985,0.920898438,anonymous,EN,0,0,10.398,0,8.162,8.162,10.711,1,Prime Minister 2,17.794,17.794,23.154,1,Prime Minister 2,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Misreporting Funds,Conservative Party,Oppose EU Integration,Conservative Party,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Misreporting Funds,Labour Party,Neutral,Labour Party,Scandal,Sexual Harassment,Gender,Male,No Scandal,Female,Scandal,Having an Extranarital Affair,Gender,Female,No Scandal,Male
155.245.28.4,100,31,TRUE,2018/5/30 08:34,R_1gMuPwmgIi9Kru2,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.477,0,11.658,12.717,13.039,2,Prime Minister 1,6.986,6.986,8.247,1,Prime Minister 1,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,Misreporting Funds,Liberal Democrats,Conservative Party,Female,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,Misreporting Funds,Labour Party,Labour Party,Female,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Support EU Integration,Sexual Harassment,EU Integration,Neutral,Scandal,Misreporting Funds,Oppose EU Integration,Sexual Harassment
155.245.28.12,100,75,TRUE,2018/5/30 08:34,R_AvUTgtoSK7EkFOx,,,,,51.90859985,0.920898438,anonymous,EN,0,0,26.65,0,22.482,22.482,26.256,1,Prime Minister 1,23.105,23.105,24.932,1,Prime Minister 2,Scandal,Having an Extranarital Affair,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Female,Sexual Harassment,Liberal Democrats,Conservative Party,Male,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,Having an Extranarital Affair,Liberal Democrats,Conservative Party,Male,Minister's Scandal,Misreporting Funds,EU Integration,Neutral,Misreporting Funds,Neutral,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Misreporting Funds,Neutral
155.245.28.2,100,54,TRUE,2018/5/30 09:04,R_3hruGRhd8112azA,,,,,51.90859985,0.920898438,anonymous,EN,0,0,27.378,0,10.104,10.104,11.044,1,Prime Minister 1,15.926,15.926,16.628,1,Prime Minister 2,Gender,Male,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,EU Integration,Neutral,Male,Labour Party,Sexual Harassment,Support EU Integration,Gender,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Male,Labour Party,No Scandal,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Misreporting Funds,Labour Party,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Sexual Harassment,Labour Party
155.245.28.8,100,43,TRUE,2018/5/30 09:04,R_SH9ndw8rsvgyJgZ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.899,0,14.715,18.815,20.487,3,Prime Minister 2,4.011,4.011,9.258,1,Prime Minister 1,EU Integration,Oppose EU Integration,Gender,Male,Minister's Scandal,No Scandal,Scandal,Having an Extranarital Affair,Neutral,Male,Plagiarism,Plagiarism,EU Integration,Neutral,Gender,Female,Minister's Scandal,No Scandal,Scandal,Plagiarism,Oppose EU Integration,Male,Having an Extramarital Affair,No Scandal,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Conservative Party,Conservative Party,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Liberal Democrats,Conservative Party
155.245.28.9,100,69,TRUE,2018/5/30 09:05,R_1jUHHEyymTgmMJB,,,,,51.90859985,0.920898438,anonymous,EN,0,0,38.096,0,21.977,21.977,24.126,1,Prime Minister 1,7.925,7.925,9.1,1,Prime Minister 1,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Oppose EU Integration,Conservative Party,Male,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Plagiarism,Support EU Integration,Conservative Party,Male,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Liberal Democrats,Plagiarism,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Conservative Party,Plagiarism
155.245.28.8,100,32,TRUE,2018/5/30 10:03,R_1Gvm1kzkJkLpeBF,,,,,51.90859985,0.920898438,anonymous,EN,0,0,3.03,0,13.772,13.786,14.803,2,Prime Minister 2,13.08,13.901,14.227,2,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Gender,Male,Labour Party,Plagiarism,Labour Party,Female,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Gender,Male,Labour Party,No Scandal,Labour Party,Male,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Sexual Harassment,Support EU Integration,Scandal,No Scandal,EU Integration,Oppose EU Integration,No Scandal,Oppose EU Integration
155.245.28.4,100,64,TRUE,2018/5/30 10:05,R_1LMBIs95gwZWE86,,,,,51.90859985,0.920898438,anonymous,EN,12.177,20.469,30.204,2,5.863,21.219,24.213,2,Prime Minister 1,8.752,8.752,10.937,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,EU Integration,Neutral,Conservative Party,Liberal Democrats,Having an Extramarital Affair,Neutral,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Conservative Party,Conservative Party,Having an Extramarital Affair,Support EU Integration,Gender,Female,Scandal,No Scandal,Male,Misreporting Funds,Gender,Female,Scandal,Misreporting Funds,Male,Plagiarism
155.245.28.2,100,132,TRUE,2018/5/30 10:11,R_2VaoBIpTDtxQ3Ow,,,,,51.90859985,0.920898438,anonymous,EN,0,0,33.593,0,24.666,24.666,27.903,1,Prime Minister 2,74.587,74.587,76.304,1,Prime Minister 2,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Gender,Male,Liberal Democrats,Sexual Harassment,Having an Extramarital Affair,Male,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Gender,Male,Liberal Democrats,Plagiarism,Having an Extramarital Affair,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Conservative Party,Support EU Integration,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Conservative Party,Neutral
155.245.28.13,100,51,TRUE,2018/6/4 05:36,R_3et5mWwDeNu8nTO,,,,,51.90859985,0.920898438,anonymous,EN,11.85,15.493,16.459,7,1.13,26.864,28.326,3,Prime Minister 2,6.319,6.319,7.068,1,Prime Minister 2,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Labour Party,Having an Extramarital Affair,Oppose EU Integration,No Scandal,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Liberal Democrats,Having an Extramarital Affair,Support EU Integration,Having an Extranarital Affair,Party Affiliation,Labour Party,Gender,Female,Labour Party,Male,Party Affiliation,Labour Party,Gender,Male,Conservative Party,Male
155.245.28.31,100,70,TRUE,2018/6/4 05:36,R_3HvNLbB2L0nS5wc,,,,,51.90859985,0.920898438,anonymous,EN,0,0,36.667,0,21.04,21.04,21.838,1,Prime Minister 2,12.339,12.339,13.155,1,Prime Minister 2,Scandal,Having an Extranarital Affair,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,No Scandal,Plagiarism,Conservative Party,Oppose EU Integration,Scandal,Misreporting Funds,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Plagiarism,No Scandal,Labour Party,Neutral,Minister's Partisanship,Conservative Party,Gender,Male,Liberal Democrats,Female,Minister's Partisanship,Labour Party,Gender,Male,Labour Party,Male
155.245.28.11,100,27,TRUE,2018/6/4 05:37,R_2c7rhxFDR5SNGM7,,,,,51.90859985,0.920898438,anonymous,EN,0,0,7.513,0,4.377,5.438,8.249,2,Prime Minister 1,10.343,10.343,11.186,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Conservative Party,No Scandal,Support EU Integration,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,EU Integration,Neutral,Scandal,Misreporting Funds,Labour Party,Plagiarism,Oppose EU Integration,No Scandal,Gender,Female,Minister's Partisanship,Liberal Democrats,Male,Liberal Democrats,Gender,Male,Minister's Partisanship,Liberal Democrats,Female,Labour Party
155.245.28.20,100,49,TRUE,2018/6/4 05:38,R_3s5HtGVWj3FW52j,,,,,51.90859985,0.920898438,anonymous,EN,0,0,25.92,0,9.484,9.484,13.29,1,Prime Minister 1,7.221,7.221,9.526,1,Prime Minister 1,Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,Misreporting Funds,Neutral,Conservative Party,No Scandal,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Scandal,Misreporting Funds,Plagiarism,Support EU Integration,Conservative Party,No Scandal,Minister's Partisanship,Labour Party,Gender,Male,Conservative Party,Female,Minister's Partisanship,Labour Party,Gender,Female,Conservative Party,Female
