IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6
155.245.28.8,100,88,TRUE,2018/4/25 04:14,R_1hRxXCrxoVFUpAN,,,,,51.90859985,0.920898438,anonymous,EN,42.956,42.956,46.715,1,Prime Minister 2,44.822,44.822,45.715,1,Prime Minister 2,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Male,Having an Extramarital Affair,Support EU Integration,Plagiarism,Labour Party,Labour Party,Female,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Having an Extramarital Affair,Oppose EU Integration,Plagiarism,Labour Party,Labour Party,Male
155.245.28.10,100,19,TRUE,2018/4/25 04:35,R_1IzxVUH8EL7ySbV,,,,,51.90859985,0.920898438,anonymous,EN,9.323,9.323,10.179,1,Prime Minister 1,8.386,8.386,9.128,1,Prime Minister 2,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Female,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Oppose EU Integration,Conservative Party,Female,Conservative Party,Having an Extramarital Affair,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,No Scandal,Scandal,Having an Extranarital Affair,Oppose EU Integration,Labour Party,Female,Labour Party,No Scandal,Misreporting Funds
155.245.28.9,100,49,TRUE,2018/4/25 04:35,R_uwvz6G9wJKz8sDf,,,,,51.90859985,0.920898438,anonymous,EN,19.316,19.946,20.406,2,Prime Minister 2,7.307,7.307,30.57,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Gender,Female,EU Integration,Neutral,Labour Party,Labour Party,No Scandal,Misreporting Funds,Female,Support EU Integration,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Conservative Party,Conservative Party,No Scandal,Sexual Harassment,Female,Support EU Integration
155.245.28.8,100,38,TRUE,2018/4/25 04:36,R_emnKQ1JO9cvnKYF,,,,,51.90859985,0.920898438,anonymous,EN,13.748,13.748,23.603,1,Prime Minister 2,13.961,13.961,15.228,1,Prime Minister 1,Gender,Male,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Female,Conservative Party,No Scandal,Conservative Party,Neutral,No Scandal,Gender,Male,Minister's Partisanship,Labour Party,Minister's Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Neutral,Scandal,Plagiarism,Male,Labour Party,No Scandal,Labour Party,Oppose EU Integration,Sexual Harassment
155.245.28.4,100,23,TRUE,2018/4/25 05:01,R_1jOEXjgGx5lg9Jb,,,,,51.90859985,0.920898438,anonymous,EN,11.105,11.105,12.053,1,Prime Minister 2,10.188,10.188,11.022,1,Prime Minister 2,Scandal,Having an Extranarital Affair,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Gender,Male,Sexual Harassment,Plagiarism,Conservative Party,Support EU Integration,Liberal Democrats,Male,Scandal,Plagiarism,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Gender,Male,No Scandal,Sexual Harassment,Labour Party,Support EU Integration,Labour Party,Female
155.245.28.2,100,16,TRUE,2018/4/25 05:03,R_5p6N4E2UGofwEOR,,,,,51.90859985,0.920898438,anonymous,EN,6.101,6.101,9.275,1,Prime Minister 2,2.126,2.126,6.156,1,Prime Minister 2,Scandal,No Scandal,Minister's Partisanship,Conservative Party,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Male,Having an Extranarital Affair,Labour Party,No Scandal,Labour Party,Support EU Integration,Male,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Female,No Scandal,Labour Party,Plagiarism,Labour Party,Neutral,Female
155.245.28.11,100,25,TRUE,2018/4/25 05:35,R_qQ1WalDDEIdCzlv,,,,,51.90859985,0.920898438,anonymous,EN,7.947,7.947,9.463,1,Prime Minister 2,7.616,7.616,15.987,1,Prime Minister 2,Gender,Male,Minister's Partisanship,Labour Party,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Scandal,Having an Extranarital Affair,Party Affiliation,Labour Party,Female,Labour Party,Having an Extramarital Affair,Support EU Integration,Plagiarism,Labour Party,Gender,Male,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Female,Labour Party,Misreporting Funds,Oppose EU Integration,Having an Extranarital Affair,Labour Party
155.245.28.4,100,52,TRUE,2018/4/25 05:36,R_2wuz2V2v31cBxJp,,,,,51.90859985,0.920898438,anonymous,EN,20.324,20.324,22.147,1,Prime Minister 1,31.023,31.023,31.832,1,Prime Minister 2,Scandal,Plagiarism,Minister's Scandal,No Scandal,Gender,Male,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Having an Extranarital Affair,No Scandal,Female,Labour Party,Labour Party,Oppose EU Integration,Scandal,Plagiarism,Minister's Scandal,Sexual Harassment,Gender,Female,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,No Scandal,Misreporting Funds,Female,Liberal Democrats,Conservative Party,Oppose EU Integration
155.245.28.8,100,45,TRUE,2018/4/25 05:37,R_2V3YiNOMliJh9eg,,,,,51.90859985,0.920898438,anonymous,EN,24.119,24.119,25.218,1,Prime Minister 2,20.808,20.808,21.903,1,Prime Minister 1,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Male,Plagiarism,Labour Party,Neutral,Misreporting Funds,Labour Party,Male,Scandal,No Scandal,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Female,Misreporting Funds,Labour Party,Oppose EU Integration,Sexual Harassment,Labour Party,Female
155.245.28.10,100,61,TRUE,2018/4/25 05:37,R_OCn087t6vlyUd6V,,,,,51.90859985,0.920898438,anonymous,EN,50.814,50.814,51.707,1,Prime Minister 1,10.23,10.23,11.013,1,Prime Minister 1,EU Integration,Support EU Integration,Gender,Male,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Support EU Integration,Female,Sexual Harassment,Liberal Democrats,Conservative Party,No Scandal,EU Integration,Support EU Integration,Gender,Female,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Support EU Integration,Female,Having an Extranarital Affair,Liberal Democrats,Conservative Party,Sexual Harassment
155.245.28.9,100,42,TRUE,2018/4/25 05:39,R_1KqKt9oeWgAzYHg,,,,,51.90859985,0.920898438,anonymous,EN,10.076,10.076,12.204,1,Prime Minister 1,29.708,29.708,31.16,1,Prime Minister 1,Minister's Scandal,Having an Extramarital Affair,Scandal,Having an Extranarital Affair,Gender,Female,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Misreporting Funds,No Scandal,Male,Neutral,Conservative Party,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Scandal,Misreporting Funds,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Plagiarism,Misreporting Funds,Female,Support EU Integration,Labour Party,Labour Party
155.245.28.4,100,15,TRUE,2018/4/25 06:01,R_ANjG0ZsF3QYB4Rz,,,,,51.90859985,0.920898438,anonymous,EN,7.097,7.097,8.384,1,Prime Minister 1,3.574,4.53,6.51,2,Prime Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Female,Scandal,Misreporting Funds,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Conservative Party,Support EU Integration,Labour Party,Male,Plagiarism,Sexual Harassment,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Scandal,No Scandal,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Oppose EU Integration,Labour Party,Female,Misreporting Funds,Having an Extramarital Affair,Labour Party
155.245.28.10,100,11,TRUE,2018/4/25 06:01,R_3mmBqWaVM8kjC9Q,,,,,51.90859985,0.920898438,anonymous,EN,4.393,4.393,6.681,1,Prime Minister 1,2.154,2.154,3.507,1,Prime Minister 1,Minister's Partisanship,Labour Party,Gender,Female,Scandal,Misreporting Funds,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Neutral,Liberal Democrats,Male,Sexual Harassment,Sexual Harassment,Conservative Party,Support EU Integration,Minister's Partisanship,Conservative Party,Gender,Male,Scandal,Misreporting Funds,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Liberal Democrats,Female,Sexual Harassment,Sexual Harassment,Conservative Party,Neutral
155.245.28.9,100,39,TRUE,2018/4/25 06:03,R_2BfaCBHeF2raMlu,,,,,51.90859985,0.920898438,anonymous,EN,13.483,13.483,17.099,1,Prime Minister 2,21.049,21.049,22.507,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Female,Scandal,No Scandal,Labour Party,Having an Extramarital Affair,Labour Party,Neutral,Female,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Misreporting Funds,Labour Party,Misreporting Funds,Labour Party,Support EU Integration,Female,Sexual Harassment
155.245.28.8,100,50,TRUE,2018/4/25 06:04,R_1Ftw2hT7125d7TH,,,,,51.90859985,0.920898438,anonymous,EN,25.313,25.313,26.133,1,Prime Minister 2,25.235,25.235,25.981,1,Prime Minister 2,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Oppose EU Integration,Liberal Democrats,Female,Conservative Party,Plagiarism,Sexual Harassment,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Neutral,Labour Party,Male,Labour Party,Misreporting Funds,Having an Extranarital Affair
155.245.28.9,100,24,TRUE,2018/4/25 06:36,R_3EcehoRxLz8sJwK,,,,,51.90859985,0.920898438,anonymous,EN,5.896,5.896,7.655,1,Prime Minister 2,4.874,4.874,16.052,1,Prime Minister 2,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Gender,Male,Oppose EU Integration,Liberal Democrats,No Scandal,Misreporting Funds,Conservative Party,Female,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Male,Oppose EU Integration,Labour Party,Having an Extramarital Affair,Having an Extranarital Affair,Labour Party,Female
155.245.28.2,100,88,TRUE,2018/4/25 06:37,R_11ZsaMWWWm2FPn3,,,,,51.90859985,0.920898438,anonymous,EN,43.223,43.223,44.276,1,Prime Minister 2,22.363,22.363,26.129,1,Prime Minister 2,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Gender,Female,Plagiarism,Oppose EU Integration,Conservative Party,Liberal Democrats,No Scandal,Female,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Gender,Female,Sexual Harassment,Neutral,Conservative Party,Conservative Party,Misreporting Funds,Female
155.245.28.4,100,63,TRUE,2018/4/25 06:40,R_1pyuoCxAZI7LTIV,,,,,51.90859985,0.920898438,anonymous,EN,15.67,15.67,17.136,1,Prime Minister 2,46.836,46.836,48.205,1,Prime Minister 2,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Scandal,No Scandal,Female,Labour Party,Labour Party,Plagiarism,Neutral,No Scandal,Gender,Male,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,EU Integration,Neutral,Scandal,Plagiarism,Female,Labour Party,Labour Party,No Scandal,Support EU Integration,Misreporting Funds
155.245.28.2,100,67,TRUE,2018/4/26 03:35,R_3PWSHmGizgvDUds,,,,,51.90859985,0.920898438,anonymous,EN,17.317,17.317,18.387,1,Prime Minister 1,29.123,29.123,30.287,1,Prime Minister 2,Scandal,No Scandal,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Female,Misreporting Funds,Plagiarism,Oppose EU Integration,Conservative Party,Conservative Party,Female,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Male,Having an Extranarital Affair,No Scandal,Support EU Integration,Conservative Party,Conservative Party,Female
155.245.28.2,100,30,TRUE,2018/4/26 04:34,R_3oI0Pn8tvk1oMYg,,,,,51.90859985,0.920898438,anonymous,EN,15.284,15.284,16.309,1,Prime Minister 1,13.438,13.438,14.776,1,Prime Minister 2,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Plagiarism,Labour Party,Labour Party,Male,Misreporting Funds,Oppose EU Integration,Scandal,No Scandal,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,No Scandal,Labour Party,Labour Party,Female,Having an Extramarital Affair,Support EU Integration
155.245.28.2,100,4,TRUE,2018/4/26 05:03,R_dmXarugp2JOaYKt,,,,,51.90859985,0.920898438,anonymous,EN,0.933,0.933,1.749,1,Prime Minister 1,0.308,0.308,1.02,1,Prime Minister 2,Scandal,Sexual Harassment,Gender,Male,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Party Affiliation,Conservative Party,Having an Extranarital Affair,Male,Conservative Party,Oppose EU Integration,Misreporting Funds,Conservative Party,Scandal,Sexual Harassment,Gender,Female,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Sexual Harassment,Female,Conservative Party,Support EU Integration,Sexual Harassment,Conservative Party
155.245.28.9,100,17,TRUE,2018/4/26 05:05,R_30061aHqGtUatA3,,,,,51.90859985,0.920898438,anonymous,EN,7.472,7.472,10.325,1,Prime Minister 2,5.22,5.22,6.598,1,Prime Minister 2,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Gender,Male,Plagiarism,Sexual Harassment,Conservative Party,Conservative Party,Oppose EU Integration,Female,Scandal,Sexual Harassment,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,No Scandal,Plagiarism,Conservative Party,Liberal Democrats,Oppose EU Integration,Male
155.245.28.8,100,28,TRUE,2018/4/26 05:05,R_3F2SHiFBjtJzbE3,,,,,51.90859985,0.920898438,anonymous,EN,12.446,12.446,13.99,1,Prime Minister 1,13.772,13.772,14.734,1,Prime Minister 2,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Male,Plagiarism,Neutral,Conservative Party,Conservative Party,Having an Extranarital Affair,Female,Minister's Scandal,Plagiarism,EU Integration,Neutral,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,Gender,Male,Plagiarism,Oppose EU Integration,Liberal Democrats,Conservative Party,No Scandal,Female
155.245.28.4,100,17,TRUE,2018/4/26 05:07,R_2tLriziQIPTjmYN,,,,,51.90859985,0.920898438,anonymous,EN,7.822,7.822,11.39,1,Prime Minister 2,5.137,5.137,6.132,1,Prime Minister 2,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Minister's Scandal,Sexual Harassment,Sexual Harassment,Female,Conservative Party,Liberal Democrats,Neutral,Plagiarism,Scandal,Having an Extranarital Affair,Gender,Male,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Misreporting Funds,Female,Conservative Party,Liberal Democrats,Neutral,No Scandal
155.245.28.2,100,41,TRUE,2018/4/26 05:39,R_11hKDMrEgRcwUZC,,,,,51.90859985,0.920898438,anonymous,EN,19.466,19.466,22.015,1,Prime Minister 2,16.67,16.67,19.911,1,Prime Minister 2,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,No Scandal,Labour Party,Neutral,Male,No Scandal,Labour Party,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,No Scandal,Labour Party,Oppose EU Integration,Female,Having an Extramarital Affair,Labour Party
155.245.28.4,100,26,TRUE,2018/4/26 05:42,R_3fqpfWnBhPTnbE1,,,,,51.90859985,0.920898438,anonymous,EN,5.07,5.07,6.004,1,Prime Minister 1,16.904,16.904,18.29,1,Prime Minister 2,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Gender,Male,Support EU Integration,Liberal Democrats,Sexual Harassment,Conservative Party,Having an Extramarital Affair,Female,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Gender,Male,Support EU Integration,Liberal Democrats,No Scandal,Conservative Party,Misreporting Funds,Female
155.245.28.8,100,22,TRUE,2018/4/26 06:03,R_22t6MwXnabRpVxk,,,,,51.90859985,0.920898438,anonymous,EN,10.533,11.217,12.055,2,Prime Minister 1,8.56,9.047,9.781,2,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Conservative Party,Misreporting Funds,Liberal Democrats,Sexual Harassment,Support EU Integration,Female,Conservative Party,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Misreporting Funds,Labour Party,Plagiarism,Neutral,Female,Labour Party
155.245.28.2,100,38,TRUE,2018/4/26 06:04,R_3h4p2T4XGwtrzJM,,,,,51.90859985,0.920898438,anonymous,EN,22.577,22.577,25.485,1,Prime Minister 2,12.151,12.151,13.191,1,Prime Minister 1,EU Integration,Oppose EU Integration,Minister's Scandal,No Scandal,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Sexual Harassment,Gender,Male,Support EU Integration,Plagiarism,Conservative Party,Liberal Democrats,Plagiarism,Male,EU Integration,Support EU Integration,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Misreporting Funds,Gender,Male,Oppose EU Integration,Having an Extramarital Affair,Labour Party,Labour Party,Having an Extranarital Affair,Female
155.245.28.4,100,36,TRUE,2018/4/26 06:04,R_1JDFdpIktS8D21V,,,,,51.90859985,0.920898438,anonymous,EN,21.428,21.428,23.148,1,Prime Minister 1,9.473,9.473,11.085,1,Prime Minister 2,Minister's Partisanship,Labour Party,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Minister's Scandal,Misreporting Funds,Gender,Male,Liberal Democrats,Support EU Integration,Conservative Party,No Scandal,Sexual Harassment,Male,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Minister's Scandal,Sexual Harassment,Gender,Male,Conservative Party,Oppose EU Integration,Conservative Party,Plagiarism,Plagiarism,Male
155.245.28.9,100,70,TRUE,2018/4/26 06:06,R_2PCrSKKbKTduD7i,,,,,51.90859985,0.920898438,anonymous,EN,36.101,36.101,37.488,1,Prime Minister 2,34.308,34.308,36.132,1,Prime Minister 2,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Male,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Minister's Scandal,No Scandal,Labour Party,Misreporting Funds,Female,Support EU Integration,Labour Party,Having an Extramarital Affair,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Female,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Labour Party,Plagiarism,Male,Neutral,Labour Party,Having an Extramarital Affair
155.245.28.2,100,83,TRUE,2018/4/26 06:32,R_wYJctbONwB4sdVv,,,,,51.90859985,0.920898438,anonymous,EN,51.075,51.075,52.913,1,Prime Minister 1,11.352,11.352,13.145,1,Prime Minister 1,Scandal,No Scandal,Gender,Male,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Sexual Harassment,Female,Plagiarism,Support EU Integration,Liberal Democrats,Conservative Party,Scandal,Misreporting Funds,Gender,Female,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Sexual Harassment,Male,Misreporting Funds,Oppose EU Integration,Labour Party,Labour Party
155.245.28.4,100,32,TRUE,2018/4/26 06:34,R_3J3LCsMiGme8SE4,,,,,51.90859985,0.920898438,anonymous,EN,14.078,14.078,16.738,1,Prime Minister 1,12.962,12.962,15.828,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Plagiarism,Minister's Scandal,Plagiarism,Conservative Party,Female,Neutral,Conservative Party,Sexual Harassment,Plagiarism,Minister's Partisanship,Liberal Democrats,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Minister's Scandal,Plagiarism,Conservative Party,Female,Neutral,Conservative Party,Sexual Harassment,No Scandal
155.245.28.8,100,16,TRUE,2018/4/26 06:34,R_vN7YFooKmkdIbIt,,,,,51.90859985,0.920898438,anonymous,EN,5.777,5.777,9.079,1,Prime Minister 1,4.713,4.713,6.515,1,Prime Minister 1,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,Conservative Party,Male,Support EU Integration,Having an Extranarital Affair,Liberal Democrats,Misreporting Funds,Party Affiliation,Labour Party,Gender,Female,EU Integration,Support EU Integration,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Minister's Scandal,No Scandal,Labour Party,Female,Support EU Integration,Sexual Harassment,Labour Party,Plagiarism
155.245.28.9,100,51,TRUE,2018/4/26 06:46,R_3ERA5adUFqoK2dG,,,,,51.90859985,0.920898438,anonymous,EN,25.809,25.809,29.292,1,Prime Minister 1,21.114,21.114,22.687,1,Prime Minister 2,Minister's Partisanship,Labour Party,Gender,Male,Scandal,Sexual Harassment,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Labour Party,Male,Having an Extranarital Affair,Sexual Harassment,Oppose EU Integration,Labour Party,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,No Scandal,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Liberal Democrats,Female,No Scandal,No Scandal,Oppose EU Integration,Conservative Party
155.245.28.22,100,18,TRUE,2018/5/29 07:07,R_2bOehkdZWyhcFjd,,,,,51.90859985,0.920898438,anonymous,EN,5.043,5.043,6.485,1,Prime Minister 2,7.634,9.038,11.054,2,Prime Minister 1,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Liberal Democrats,Oppose EU Integration,Female,Conservative Party,Plagiarism,Misreporting Funds,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Conservative Party,Support EU Integration,Female,Conservative Party,Having an Extramarital Affair,Sexual Harassment
155.245.28.10,100,24,TRUE,2018/5/29 07:07,R_1Hbr86plHgPbGpu,,,,,51.90859985,0.920898438,anonymous,EN,6.404,6.404,8.445,1,Prime Minister 1,8.766,8.766,16.03,1,Prime Minister 2,EU Integration,Neutral,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Minister's Scandal,Misreporting Funds,Oppose EU Integration,Male,Conservative Party,Conservative Party,Misreporting Funds,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Oppose EU Integration,Female,Labour Party,Labour Party,No Scandal,Having an Extramarital Affair
