IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q9,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Q8,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4
155.245.28.9,100,1187,TRUE,2018/4/25 05:33,R_23fLhZipl80CG0I,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1186.642,0,0,0,36.736,0,25.653,25.653,28.864,1,Candidate 2,17.251,17.251,22.921,1,Candidate 2,Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,No Scandal,Labour Party,Female,Oppose EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Plagiarism,Liberal Democrats,Female,Neutral
155.245.28.4,100,260,TRUE,2018/4/25 05:59,R_3CQ7zSVmc44J8Ez,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,238.615,0,0,0,5.761,0,15.827,15.827,16.967,1,Candidate 2,14.524,14.524,15.764,1,Candidate 1,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Sexual Harassment,Neutral,Female,Conservative Party,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Plagiarism,Support EU Integration,Male,Liberal Democrats
155.245.28.10,100,287,TRUE,2018/4/25 05:59,R_ey53wCN9P8T90wV,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,206.697,0,0,0,14.537,0,4.95,8.125,25.457,3,Candidate 2,51.042,51.042,52.339,1,Candidate 2,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Oppose EU Integration,Labour Party,Plagiarism,Male,Neutral,Party Affiliation,Labour Party,Scandal,No Scandal,Gender,Male,EU Integration,Neutral,Labour Party,No Scandal,Female,Neutral
155.245.28.9,100,320,TRUE,2018/4/25 06:00,R_3OdoIMfGPh6E4QB,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,241.621,0,0,0,46.48,0,17.205,25.173,26.992,2,Candidate 1,16.985,17.771,18.619,2,Candidate 2,Gender,Male,Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Conservative Party,Male,No Scandal,Oppose EU Integration,Labour Party,Gender,Female,Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Conservative Party,Male,Plagiarism,Oppose EU Integration,Conservative Party
155.245.28.8,100,344,TRUE,2018/4/25 06:00,R_1NxJAkU0mlCyave,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,257.023,0,0,0,49.739,0,23.266,23.266,24.656,1,Candidate 2,28.101,28.101,29.299,1,Candidate 1,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Plagiarism,Oppose EU Integration,Female,Liberal Democrats,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Having an Extramarital Affair,Oppose EU Integration,Female,Conservative Party
155.245.28.9,100,1269,TRUE,2018/4/25 06:32,R_3nT4WhRzBTdmkxL,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,1304.565,1305.534,1305.993,2,0,0,24.453,0,18.968,18.968,22.227,1,Candidate 2,7.463,7.463,11.333,1,Candidate 2,Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,No Scandal,Male,Conservative Party,Neutral,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Female,Liberal Democrats,Oppose EU Integration
155.245.28.2,100,1275,TRUE,2018/4/25 06:33,R_4VGuzrl2rk0QKt3,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1265.216,0,0,0,36.943,0,13.786,13.786,16.756,1,Candidate 1,14.981,14.981,17.066,1,Candidate 1,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Labour Party,Neutral,Plagiarism,Female,Labour Party,EU Integration,Neutral,Scandal,No Scandal,Gender,Female,Party Affiliation,Conservative Party,Neutral,Having an Extramarital Affair,Female,Liberal Democrats
155.245.28.4,100,1378,TRUE,2018/4/25 06:34,R_2E75RaFVqRVZ06y,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1304.176,0,0,0,46.339,0,20.773,20.773,23.502,1,Candidate 2,61.01,61.01,62.458,1,Candidate 2,Gender,Male,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Female,Liberal Democrats,No Scandal,Neutral,Gender,Female,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Female,Labour Party,Having an Extramarital Affair,Neutral
155.245.28.2,100,309,TRUE,2018/4/26 03:30,R_SHpRAp9AwLKApcR,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,235.397,0,0,0,34.5,0,32.325,32.325,33.612,1,Candidate 2,20.17,20.17,21.413,1,Candidate 2,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Female,Conservative Party,Support EU Integration,Having an Extramarital Affair,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Male,Labour Party,Support EU Integration,No Scandal
155.245.28.2,100,2343,TRUE,2018/4/26 04:32,R_3ssk6OyvxyvFBra,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,2424.485,0,4.417,27.233,30.252,7,4.501,17.133,18.607,9,Candidate 1,11.578,11.578,12.945,1,Candidate 1,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Plagiarism,Support EU Integration,Conservative Party,Female,Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,Having an Extramarital Affair,Support EU Integration,Conservative Party,Male
155.245.28.2,100,1026,TRUE,2018/4/26 05:02,R_30jEujUzTUTmDEZ,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1025.458,0,0,0,36.028,0,9.946,9.946,10.835,1,Candidate 1,2.542,2.542,3.677,1,Candidate 2,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Gender,Male,EU Integration,Oppose EU Integration,Plagiarism,Liberal Democrats,Male,Oppose EU Integration,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Neutral,No Scandal,Labour Party,Female,Neutral
155.245.28.8,100,191,TRUE,2018/4/26 05:02,R_1gkzj49TtqzsRIc,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,147.226,0,0,0,19.624,0,18.676,18.676,19.812,1,Candidate 1,10.423,11.238,11.818,2,Candidate 1,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Male,Conservative Party,Oppose EU Integration,Misreporting Funds,Male,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Male,Conservative Party,Support EU Integration,Misreporting Funds,Female
155.245.28.9,100,1049,TRUE,2018/4/26 05:03,R_bNJkgH3L5mvN9jX,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,1035.132,1035.132,1046.211,1,0,0,17.698,0,19.901,19.901,22.575,1,Candidate 2,11.474,11.474,18.023,1,Candidate 1,EU Integration,Neutral,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,Support EU Integration,Female,Conservative Party,No Scandal,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,No Scandal,Support EU Integration,Male,Conservative Party,Plagiarism
155.245.28.4,100,1116,TRUE,2018/4/26 05:04,R_TpcXPP0zXuZSdiN,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1072.107,0,0,0,54.667,0,29.408,29.408,30.521,1,Candidate 1,15.505,15.505,16.702,1,Candidate 1,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Male,Party Affiliation,Labour Party,Support EU Integration,Plagiarism,Male,Labour Party,EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Labour Party,Oppose EU Integration,Having an Extramarital Affair,Female,Labour Party
155.245.28.2,100,1447,TRUE,2018/4/26 05:34,R_3FUxS9Lxx7xekDm,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1419.833,0,0,0,44.669,0,23.615,23.615,27.239,1,Candidate 1,21.855,21.855,26.559,1,Candidate 2,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Neutral,Female,Conservative Party,Misreporting Funds,EU Integration,Neutral,Gender,Male,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,Neutral,Male,Conservative Party,No Scandal
155.245.28.4,100,1583,TRUE,2018/4/26 05:37,R_3flRd2f8XlKsbDd,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1516.949,0,0,0,58.128,0,33.435,33.435,34.77,1,Candidate 1,39.138,39.138,40.823,1,Candidate 1,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Female,Plagiarism,Liberal Democrats,Oppose EU Integration,Male,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Male,No Scandal,Conservative Party,Neutral,Female
155.245.28.8,100,506,TRUE,2018/4/26 06:00,R_R8GqQfI1STN5997,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,482.278,0,0,0,21.017,0,7.607,7.607,8.678,1,Candidate 1,19.685,19.685,20.649,1,Candidate 1,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Neutral,Scandal,Plagiarism,Conservative Party,Female,Support EU Integration,Sexual Harassment,Party Affiliation,Labour Party,Gender,Male,EU Integration,Support EU Integration,Scandal,Plagiarism,Conservative Party,Male,Support EU Integration,Misreporting Funds
155.245.28.4,100,562,TRUE,2018/4/26 06:01,R_12fha0rJSA8TFiN,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,535.764,0,0,0,28.876,0,10.981,10.981,12.486,1,Candidate 1,8.686,8.686,19.205,1,Candidate 2,Scandal,Plagiarism,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Sexual Harassment,Female,Neutral,Conservative Party,Scandal,Misreporting Funds,Gender,Female,EU Integration,Neutral,Party Affiliation,Labour Party,Plagiarism,Female,Support EU Integration,Conservative Party
155.245.28.2,100,573,TRUE,2018/4/26 06:01,R_sZ5bXQtQpgxb5GF,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,520.139,0,0,0,24.468,0,7.066,36.718,38.815,4,Candidate 2,3.323,9.352,13.027,2,Candidate 2,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Support EU Integration,Plagiarism,Labour Party,Female,Oppose EU Integration,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Support EU Integration,Plagiarism,Liberal Democrats,Female,Neutral
155.245.28.9,100,260,TRUE,2018/4/26 06:01,R_1Cmw7YW0LXoSp7i,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,166.422,0,0,0,49.463,0,15.412,15.412,18.033,1,Candidate 1,38.601,38.601,40.337,1,Candidate 1,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Male,Plagiarism,Oppose EU Integration,Conservative Party,Gender,Male,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Female,Having an Extramarital Affair,Oppose EU Integration,Labour Party
155.245.28.2,100,770,TRUE,2018/4/26 06:27,R_2ZD1l7CNfPKJKcK,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,719.609,0,0,0,45.724,0,16.517,16.517,18.771,1,Candidate 1,30.238,30.238,32.329,1,Candidate 1,Gender,Male,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Male,Misreporting Funds,Neutral,Liberal Democrats,Gender,Female,Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Male,Misreporting Funds,Support EU Integration,Liberal Democrats
155.245.28.4,100,875,TRUE,2018/4/26 06:29,R_vJHTjM8rGgqPRv3,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,830.25,0,0,0,45.633,0,29.541,29.541,32.382,1,Candidate 2,16.533,16.533,17.686,1,Candidate 1,Gender,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Female,Liberal Democrats,Support EU Integration,Plagiarism,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Male,Labour Party,Oppose EU Integration,Having an Extramarital Affair
155.245.28.8,100,1072,TRUE,2018/4/26 06:32,R_d6cZ8YwRigUSCRz,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1096.262,0,0,0,18.416,0,5.887,5.887,7.867,1,Candidate 1,6.488,6.488,9.128,1,Candidate 2,Gender,Female,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Male,No Scandal,Oppose EU Integration,Conservative Party,Gender,Male,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Female,No Scandal,Oppose EU Integration,Conservative Party
155.245.28.9,100,1708,TRUE,2018/4/26 06:43,R_2QJtabywQlqgpow,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1707.489,0,0,0,54.448,0,20.271,20.271,21.676,1,Candidate 1,11.828,11.828,13.228,1,Candidate 1,Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Misreporting Funds,Female,Conservative Party,Oppose EU Integration,Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Sexual Harassment,Male,Liberal Democrats,Oppose EU Integration
155.245.28.10,100,1071,TRUE,2018/5/29 07:05,R_2Uc0pGGl7vYqQut,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1068.445,0,0,0,30.433,0,12.895,12.895,14.014,1,Candidate 1,7.324,8.65,13.941,2,Candidate 2,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Male,Sexual Harassment,Liberal Democrats,Neutral,Female,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Male,Having an Extramarital Affair,Conservative Party,Support EU Integration,Male
155.245.28.22,100,1082,TRUE,2018/5/29 07:05,R_6fezlGFGfbMwmQh,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1092.547,0,0,0,16.181,0,13.439,13.439,16.084,1,Candidate 1,6.835,6.835,9.154,1,Candidate 1,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Male,Oppose EU Integration,Labour Party,Having an Extramarital Affair,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Male,Neutral,Liberal Democrats,Plagiarism
155.245.28.21,100,1085,TRUE,2018/5/29 07:05,R_RODNeJhyEVj7F3H,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1096.213,0,0,0,29.309,0,7.208,7.208,9.102,1,Candidate 1,7.459,7.459,8.816,1,Candidate 2,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,No Scandal,Support EU Integration,Male,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,Conservative Party,Plagiarism,Oppose EU Integration,Male
155.245.28.11,100,51,TRUE,2018/5/29 07:05,R_2E6SBQVouqp92LQ,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,2.17,0,0,0,20.105,0,16.941,16.941,18.807,1,Candidate 1,8.481,8.481,10.172,1,Candidate 1,Scandal,Misreporting Funds,EU Integration,Neutral,Gender,Male,Party Affiliation,Labour Party,Sexual Harassment,Oppose EU Integration,Female,Conservative Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Sexual Harassment,Support EU Integration,Female,Conservative Party
155.245.28.23,100,1106,TRUE,2018/5/29 07:05,R_1eUA29oZ3wK1M5w,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1118.556,0,0,0,29.771,0,11.678,11.678,12.728,1,Candidate 1,4.892,5.599,5.998,3,Candidate 1,Scandal,Plagiarism,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Sexual Harassment,Female,Neutral,Conservative Party,Scandal,No Scandal,Gender,Male,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Misreporting Funds,Female,Support EU Integration,Liberal Democrats
155.245.28.26,100,72,TRUE,2018/5/29 07:06,R_3MFDMntyL8scR4W,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1.906,0,0,0,29.845,0,26.151,26.151,26.988,1,Candidate 2,10.301,10.301,13.745,1,Candidate 1,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Labour Party,Female,Support EU Integration,Sexual Harassment,Party Affiliation,Labour Party,Gender,Male,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Liberal Democrats,Male,Oppose EU Integration,Plagiarism
155.245.28.13,100,49,TRUE,2018/5/29 07:06,R_2WO0hJxqeKDSm4c,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,16.149,0,0,0,18.843,0,5.718,5.718,7.275,1,Candidate 1,6.555,6.555,7.454,1,Candidate 2,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Having an Extramarital Affair,Neutral,Conservative Party,Male,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Female,No Scandal,Neutral,Conservative Party,Female
155.245.28.16,100,1120,TRUE,2018/5/29 07:06,R_2uKzU7l812IGnnY,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1098.422,0,35.094,35.094,37.686,1,21.866,21.866,24.514,1,Candidate 2,7.396,7.396,12.686,1,Candidate 2,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Female,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Male,Party Affiliation,Labour Party,Support EU Integration,Having an Extramarital Affair,Male,Liberal Democrats
155.245.28.2,100,1124,TRUE,2018/5/29 07:06,R_3lXLAw9YfZ42YO4,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1025.325,0,0,0,125.105,0,17.623,17.623,19.952,1,Candidate 2,14.658,14.658,15.909,1,Candidate 2,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Male,No Scandal,Conservative Party,Support EU Integration,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Female,No Scandal,Labour Party,Oppose EU Integration
155.245.28.20,100,87,TRUE,2018/5/29 07:06,R_2qyG62uw6KIyU8g,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,7.82,0,0,0,50.94,0,16.272,16.272,18.212,1,Candidate 2,9.536,9.536,12.086,1,Candidate 2,Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Plagiarism,Male,Neutral,Labour Party,Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Having an Extramarital Affair,Male,Support EU Integration,Labour Party
155.245.28.17,100,1135,TRUE,2018/5/29 07:06,R_32Ry430ACnO0qEB,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1117.417,0,0,0,51.619,0,18.106,18.106,21.535,1,Candidate 1,7.446,7.446,11.258,1,Candidate 2,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Support EU Integration,Male,Liberal Democrats,Sexual Harassment,EU Integration,Neutral,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Support EU Integration,Male,Conservative Party,Misreporting Funds
155.245.28.24,100,1136,TRUE,2018/5/29 07:06,R_aUVtV6XdmRTtgGd,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1139.741,0,0,0,38.091,0,11.834,11.834,13.57,1,Candidate 2,9.127,9.127,10.679,1,Candidate 1,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Female,Labour Party,No Scandal,Oppose EU Integration,Gender,Female,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Neutral,Male,Labour Party,Sexual Harassment,Support EU Integration
155.245.28.12,100,96,TRUE,2018/5/29 07:06,R_XTYGk5c2iCjS04F,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,8.735,0,0,0,38.133,0,16.727,16.727,18.465,1,Candidate 2,24.792,24.792,33.878,1,Candidate 1,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Female,Conservative Party,Oppose EU Integration,Sexual Harassment,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Female,Liberal Democrats,Neutral,Misreporting Funds
155.245.28.10,100,128,TRUE,2018/5/29 07:31,R_1I5HgPr45k3is4J,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,107.567,0,0,0,6.594,0,8.201,8.201,9.104,1,Candidate 1,8.833,8.833,10.478,1,Candidate 2,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,No Scandal,EU Integration,Neutral,Labour Party,Female,Misreporting Funds,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Liberal Democrats,Male,Misreporting Funds,Support EU Integration
155.245.28.8,100,185,TRUE,2018/5/29 07:32,R_bftEI1wUykqWolr,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,121.301,121.301,138.381,1,0,0,20.857,0,5.851,5.851,7.38,1,Candidate 1,22.726,22.726,24.062,1,Candidate 2,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Female,Support EU Integration,Conservative Party,Plagiarism,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Male,Oppose EU Integration,Labour Party,Sexual Harassment
155.245.28.2,100,189,TRUE,2018/5/29 07:32,R_32RUZb984sedrnM,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,129.172,0,0,0,42.546,0,11.775,11.775,15.579,1,Candidate 2,7.824,7.824,12.477,1,Candidate 2,Gender,Male,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Male,Plagiarism,Neutral,Liberal Democrats,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Male,Plagiarism,Oppose EU Integration,Liberal Democrats
155.245.28.9,100,1027,TRUE,2018/5/29 08:03,R_2CJ2v3UncywiKdR,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1007.253,0,0,0,46.654,0,16.514,16.514,20.809,1,Candidate 2,9.372,9.372,11.122,1,Candidate 1,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Female,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,Male,Party Affiliation,Labour Party,EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Female,Labour Party,Support EU Integration,Sexual Harassment,Female
155.245.28.4,100,1055,TRUE,2018/5/29 08:03,R_1jHBqdVfAmuXKDQ,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,1012.133,1012.802,1048.164,2,0,0,42.592,0,13.207,13.207,19.036,1,Candidate 2,7.801,7.801,8.621,1,Candidate 2,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Female,Having an Extramarital Affair,Conservative Party,Neutral,Female,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Female,Plagiarism,Labour Party,Neutral,Male
155.245.28.9,100,924,TRUE,2018/5/29 08:33,R_1j9YIY7AIytE4gN,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,879.476,0,35,35,36.868,1,29.508,29.508,31.322,1,Candidate 2,24.479,24.479,25.796,1,Candidate 2,Gender,Male,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Male,Oppose EU Integration,Plagiarism,Labour Party,Gender,Male,EU Integration,Neutral,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Female,Neutral,Having an Extramarital Affair,Labour Party
155.245.28.2,100,3232,TRUE,2018/5/29 09:37,R_3m2KGdIHgWg8L3Z,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,3367.996,3371.58,3379.081,5,0,0,6.342,0,8.414,8.414,9.452,1,Candidate 1,5.281,5.281,7.226,1,Candidate 1,Gender,Male,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Female,Plagiarism,Labour Party,Oppose EU Integration,Gender,Female,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Neutral,Female,Plagiarism,Labour Party,Neutral
155.245.28.4,100,3251,TRUE,2018/5/29 09:37,R_1NzgEd9BaLBiWRS,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,3373.222,0,0,0,27.367,0,16.595,16.595,17.663,1,Candidate 2,7.366,7.366,9.668,1,Candidate 2,Gender,Female,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Female,Conservative Party,Plagiarism,Neutral,Gender,Female,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,Male,Conservative Party,No Scandal,Support EU Integration
155.245.28.2,100,914,TRUE,2018/5/29 10:03,R_3si6cbRmkDHGjtq,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,883.105,0,0,0,20.817,0,34.801,38.556,39.413,2,Candidate 2,9.043,9.043,10.22,1,Candidate 1,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Female,Oppose EU Integration,Misreporting Funds,Liberal Democrats,Gender,Male,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Female,Neutral,Having an Extramarital Affair,Conservative Party
