IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6
155.245.28.8,100,27,TRUE,2018/4/26 06:02,R_1GIVyeAj2GsB7OP,,,,,51.90859985,0.920898438,anonymous,EN,9.559,9.559,10.342,1,Prime Minister 2,7.441,7.441,8.008,1,Prime Minister 2,Gender,Female,Minister's Scandal,Sexual Harassment,Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Female,No Scandal,Sexual Harassment,Neutral,Conservative Party,Liberal Democrats,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Female,No Scandal,Having an Extranarital Affair,Oppose EU Integration,Labour Party,Labour Party
155.245.28.2,100,29,TRUE,2018/4/26 06:03,R_vTX6AAWQYy4COAh,,,,,51.90859985,0.920898438,anonymous,EN,7.768,7.768,10.566,1,Prime Minister 1,16.145,16.145,18.383,1,Prime Minister 2,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Minister's Scandal,No Scandal,Labour Party,Labour Party,Male,Sexual Harassment,Neutral,Misreporting Funds,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Male,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Conservative Party,Conservative Party,Female,Sexual Harassment,Neutral,No Scandal
155.245.28.4,100,21,TRUE,2018/4/26 06:03,R_31S30wqZV3V4id1,,,,,51.90859985,0.920898438,anonymous,EN,7.482,7.482,10.349,1,Prime Minister 1,7.842,7.842,10.015,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Male,Scandal,Misreporting Funds,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Liberal Democrats,Conservative Party,Female,Plagiarism,Sexual Harassment,Support EU Integration,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Female,Scandal,Sexual Harassment,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Liberal Democrats,Conservative Party,Female,Having an Extranarital Affair,Plagiarism,Support EU Integration
155.245.28.9,100,45,TRUE,2018/4/26 06:05,R_2zuW8rLtDbUxKsB,,,,,51.90859985,0.920898438,anonymous,EN,19.01,19.01,20.281,1,Prime Minister 1,24.679,24.679,26.093,1,Prime Minister 2,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,Liberal Democrats,Sexual Harassment,Female,Neutral,Conservative Party,Plagiarism,Minister's Partisanship,Liberal Democrats,Scandal,Misreporting Funds,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Liberal Democrats,No Scandal,Male,Neutral,Conservative Party,Misreporting Funds
155.245.28.2,100,40,TRUE,2018/4/26 06:30,R_22Y54gWjjx8aGCY,,,,,51.90859985,0.920898438,anonymous,EN,22.23,22.23,24.927,1,Prime Minister 1,15.298,15.298,16.851,1,Prime Minister 2,Gender,Male,EU Integration,Neutral,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Female,Oppose EU Integration,Sexual Harassment,Liberal Democrats,Sexual Harassment,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Female,Oppose EU Integration,Having an Extranarital Affair,Liberal Democrats,Plagiarism,Conservative Party
155.245.28.4,100,74,TRUE,2018/4/26 06:33,R_2SGrWLq0LpYbEd6,,,,,51.90859985,0.920898438,anonymous,EN,41.877,41.877,43.411,1,Prime Minister 2,32.009,32.009,33.619,1,Prime Minister 2,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,Misreporting Funds,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Neutral,Labour Party,Female,Plagiarism,Sexual Harassment,Labour Party,Support EU Integration,Minister's Partisanship,Labour Party,Gender,Male,Scandal,No Scandal,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Neutral,Liberal Democrats,Female,Plagiarism,Misreporting Funds,Conservative Party,Support EU Integration
155.245.28.8,100,21,TRUE,2018/4/26 06:34,R_308e5tYo5b2lSkC,,,,,51.90859985,0.920898438,anonymous,EN,9.451,12.96,14.428,2,Prime Minister 1,3.684,3.684,6.224,1,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,Scandal,Having an Extranarital Affair,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Gender,Female,EU Integration,Support EU Integration,Having an Extramarital Affair,Plagiarism,Conservative Party,Liberal Democrats,Female,Neutral,Minister's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Gender,Male,EU Integration,Neutral,Misreporting Funds,Sexual Harassment,Conservative Party,Conservative Party,Female,Neutral
155.245.28.9,100,25,TRUE,2018/4/26 06:45,R_3fN2WHi3kcqgGLK,,,,,51.90859985,0.920898438,anonymous,EN,8.902,8.902,10.883,1,Prime Minister 1,13.148,13.148,14.187,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Plagiarism,Gender,Female,Liberal Democrats,Sexual Harassment,Oppose EU Integration,Conservative Party,Misreporting Funds,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Male,Conservative Party,Misreporting Funds,Neutral,Conservative Party,No Scandal,Female
155.245.28.10,100,30,TRUE,2018/5/29 07:07,R_2YbnsJHCzJpTLbz,,,,,51.90859985,0.920898438,anonymous,EN,11.246,11.246,12.498,1,Prime Minister 1,17.417,17.417,18.459,1,Prime Minister 1,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,Oppose EU Integration,Misreporting Funds,Conservative Party,Sexual Harassment,Conservative Party,Male,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Male,Support EU Integration,Misreporting Funds,Labour Party,Misreporting Funds,Labour Party,Female
155.245.28.22,100,27,TRUE,2018/5/29 07:07,R_1I44YgW34IwtQkZ,,,,,51.90859985,0.920898438,anonymous,EN,17.533,17.533,18.678,1,Prime Minister 1,7.566,7.566,9.174,1,Prime Minister 1,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Female,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Having an Extranarital Affair,Oppose EU Integration,Conservative Party,Male,Conservative Party,Sexual Harassment,Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Plagiarism,No Scandal,Neutral,Conservative Party,Male,Conservative Party,Sexual Harassment
155.245.28.13,100,23,TRUE,2018/5/29 07:07,R_3FJWeMiQZ9ppClB,,,,,51.90859985,0.920898438,anonymous,EN,6.377,6.377,7.114,1,Prime Minister 2,15.419,15.419,16.131,1,Prime Minister 1,Gender,Male,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Female,No Scandal,Conservative Party,Misreporting Funds,Conservative Party,Neutral,Gender,Female,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Female,Sexual Harassment,Conservative Party,Sexual Harassment,Conservative Party,Oppose EU Integration
155.245.28.24,100,8,TRUE,2018/5/29 07:07,R_27qERKI8QWXzyWh,,,,,51.90859985,0.920898438,anonymous,EN,3.212,3.212,4.157,1,Prime Minister 1,2.59,2.59,3.598,1,Prime Minister 2,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Female,Scandal,Having an Extranarital Affair,Sexual Harassment,Oppose EU Integration,Labour Party,Labour Party,Male,Sexual Harassment,Minister's Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Gender,Male,Scandal,Sexual Harassment,Plagiarism,Oppose EU Integration,Conservative Party,Conservative Party,Female,Misreporting Funds
155.245.28.11,100,30,TRUE,2018/5/29 07:07,R_PwBNqrQNWI6vp4t,,,,,51.90859985,0.920898438,anonymous,EN,15.365,15.365,17.638,1,Prime Minister 1,11.029,11.029,13.379,1,Prime Minister 1,Gender,Female,EU Integration,Oppose EU Integration,Scandal,No Scandal,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Male,Oppose EU Integration,Sexual Harassment,Misreporting Funds,Conservative Party,Conservative Party,Gender,Male,EU Integration,Neutral,Scandal,Sexual Harassment,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Female,Support EU Integration,Misreporting Funds,No Scandal,Conservative Party,Liberal Democrats
155.245.28.21,100,29,TRUE,2018/5/29 07:07,R_eesA3z1f4CO3IZz,,,,,51.90859985,0.920898438,anonymous,EN,19.787,19.787,20.649,1,Prime Minister 2,7.268,7.268,8.479,1,Prime Minister 2,Minister's Partisanship,Conservative Party,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Gender,Female,EU Integration,Support EU Integration,Conservative Party,Plagiarism,Conservative Party,Plagiarism,Female,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Male,EU Integration,Neutral,Liberal Democrats,Sexual Harassment,Conservative Party,Sexual Harassment,Male,Oppose EU Integration
155.245.28.26,100,33,TRUE,2018/5/29 07:08,R_3kIA3bhzzI5Rd7j,,,,,51.90859985,0.920898438,anonymous,EN,9.374,9.374,10.029,1,Prime Minister 1,19.46,22.674,23.955,3,Prime Minister 1,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,Sexual Harassment,Conservative Party,Plagiarism,Support EU Integration,Male,Conservative Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Scandal,Plagiarism,EU Integration,Neutral,Gender,Female,Party Affiliation,Labour Party,Sexual Harassment,Labour Party,Sexual Harassment,Support EU Integration,Male,Labour Party
155.245.28.16,100,24,TRUE,2018/5/29 07:08,R_O8Odnd8FGy7iGcN,,,,,51.90859985,0.920898438,anonymous,EN,5.442,9.322,10.357,6,Prime Minister 1,1.591,12.046,14.176,9,Prime Minister 2,EU Integration,Oppose EU Integration,Minister's Scandal,No Scandal,Gender,Female,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Oppose EU Integration,Sexual Harassment,Female,Sexual Harassment,Conservative Party,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,No Scandal,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Neutral,Misreporting Funds,Male,Plagiarism,Labour Party,Labour Party
155.245.28.17,100,19,TRUE,2018/5/29 07:08,R_2ZIxE9QEtfjjLhP,,,,,51.90859985,0.920898438,anonymous,EN,7.12,7.12,8.853,1,Prime Minister 2,7.683,7.683,9.658,1,Prime Minister 1,Gender,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,Female,Liberal Democrats,No Scandal,Conservative Party,No Scandal,Neutral,Gender,Male,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Female,Liberal Democrats,Plagiarism,Conservative Party,Sexual Harassment,Neutral
155.245.28.23,100,22,TRUE,2018/5/29 07:09,R_3kuglNoREt6HI1L,,,,,51.90859985,0.920898438,anonymous,EN,8.837,8.837,9.631,1,Prime Minister 1,12.155,12.155,13.171,1,Prime Minister 2,Minister's Partisanship,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,Conservative Party,Plagiarism,Support EU Integration,Having an Extranarital Affair,Conservative Party,Female,Minister's Partisanship,Labour Party,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Gender,Male,Liberal Democrats,Plagiarism,Oppose EU Integration,Sexual Harassment,Conservative Party,Female
155.245.28.20,100,31,TRUE,2018/5/29 07:09,R_BWd83bDDpwu9Iqd,,,,,51.90859985,0.920898438,anonymous,EN,19.359,19.359,23.042,1,Prime Minister 1,7.381,7.381,8.487,1,Prime Minister 1,Minister's Partisanship,Labour Party,Minister's Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Male,Scandal,Misreporting Funds,Labour Party,Having an Extramarital Affair,Labour Party,Neutral,Female,Misreporting Funds,Minister's Partisanship,Conservative Party,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Plagiarism,Labour Party,No Scandal,Labour Party,Oppose EU Integration,Female,Having an Extranarital Affair
155.245.28.2,100,37,TRUE,2018/5/29 07:11,R_Y5CiNjVEMmBdQ5P,,,,,51.90859985,0.920898438,anonymous,EN,14.592,14.592,15.641,1,Prime Minister 2,18.662,18.662,22.078,1,Prime Minister 1,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Gender,Female,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Sexual Harassment,Liberal Democrats,Female,Having an Extramarital Affair,Conservative Party,Neutral,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,No Scandal,Labour Party,Female,Sexual Harassment,Labour Party,Neutral
155.245.28.12,100,91,TRUE,2018/5/29 07:12,R_XqcooAuNW21BkTn,,,,,51.90859985,0.920898438,anonymous,EN,75.231,75.231,76.563,1,Prime Minister 2,15.041,15.041,17.352,1,Prime Minister 2,EU Integration,Neutral,Minister's Scandal,Sexual Harassment,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Gender,Male,Party Affiliation,Conservative Party,Oppose EU Integration,Misreporting Funds,Having an Extranarital Affair,Conservative Party,Female,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Gender,Male,Party Affiliation,Conservative Party,Support EU Integration,Sexual Harassment,Plagiarism,Labour Party,Male,Labour Party
155.245.28.10,100,23,TRUE,2018/5/29 07:33,R_3k4UFKf96lx8KKH,,,,,51.90859985,0.920898438,anonymous,EN,4.91,4.91,6.483,1,Prime Minister 1,11.716,15.048,16.63,2,Prime Minister 1,Scandal,No Scandal,EU Integration,Support EU Integration,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,No Scandal,Neutral,No Scandal,Conservative Party,Conservative Party,Female,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,No Scandal,Oppose EU Integration,Plagiarism,Liberal Democrats,Conservative Party,Male
155.245.28.8,100,29,TRUE,2018/5/29 07:35,R_DCvunFZYQjW16cF,,,,,51.90859985,0.920898438,anonymous,EN,18.363,18.363,19.682,1,Prime Minister 1,6.656,6.656,9.702,1,Prime Minister 1,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Female,Misreporting Funds,Sexual Harassment,Liberal Democrats,Conservative Party,Support EU Integration,Male,Minister's Scandal,Plagiarism,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Male,Misreporting Funds,Sexual Harassment,Conservative Party,Conservative Party,Oppose EU Integration,Female
155.245.28.2,100,32,TRUE,2018/5/29 07:35,R_RQuPGjBjUNcaYYp,,,,,51.90859985,0.920898438,anonymous,EN,17.287,17.287,18.916,1,Prime Minister 1,11.215,11.215,14.089,1,Prime Minister 2,Gender,Female,Minister's Scandal,Plagiarism,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Male,Plagiarism,No Scandal,Conservative Party,Oppose EU Integration,Liberal Democrats,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Female,No Scandal,Plagiarism,Conservative Party,Oppose EU Integration,Liberal Democrats
155.245.28.9,100,37,TRUE,2018/5/29 08:06,R_3sBzL0nVU1wsydp,,,,,51.90859985,0.920898438,anonymous,EN,28.002,28.002,29.126,1,Prime Minister 2,7.755,7.755,8.92,1,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Gender,Female,Having an Extramarital Affair,Support EU Integration,Conservative Party,Conservative Party,Having an Extranarital Affair,Male,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Female,Having an Extramarital Affair,Neutral,Liberal Democrats,Conservative Party,No Scandal,Male
155.245.28.4,100,19,TRUE,2018/5/29 08:07,R_3J7ZePB9mpkgqQj,,,,,51.90859985,0.920898438,anonymous,EN,8.389,8.389,9.596,1,Prime Minister 2,7.888,8.312,9.524,2,Prime Minister 1,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Male,No Scandal,Labour Party,Labour Party,Oppose EU Integration,No Scandal,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Male,Plagiarism,Conservative Party,Liberal Democrats,Neutral,Plagiarism
155.245.28.9,100,48,TRUE,2018/5/29 08:36,R_1hZrjbPD95wDUDK,,,,,51.90859985,0.920898438,anonymous,EN,15.58,15.58,18.801,1,Prime Minister 1,28.714,28.714,30.338,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Conservative Party,Conservative Party,Sexual Harassment,No Scandal,Support EU Integration,Female,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Female,Conservative Party,Conservative Party,Having an Extramarital Affair,Having an Extranarital Affair,Support EU Integration,Female
155.245.28.2,100,11,TRUE,2018/5/29 09:38,R_3fiOxGUB3bM2e5X,,,,,51.90859985,0.920898438,anonymous,EN,2.719,2.719,4.507,1,Prime Minister 2,4.964,4.964,5.792,1,Prime Minister 2,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Gender,Female,EU Integration,Neutral,Sexual Harassment,Labour Party,Plagiarism,Labour Party,Female,Neutral,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Gender,Male,EU Integration,Neutral,Misreporting Funds,Conservative Party,Misreporting Funds,Liberal Democrats,Female,Neutral
155.245.28.4,100,47,TRUE,2018/5/29 09:40,R_u3wcJi2gg67tZM5,,,,,51.90859985,0.920898438,anonymous,EN,28.717,28.717,31.975,1,Prime Minister 1,11.076,11.076,16.923,1,Prime Minister 1,EU Integration,Neutral,Gender,Male,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Neutral,Male,Sexual Harassment,Labour Party,Labour Party,Misreporting Funds,EU Integration,Neutral,Gender,Female,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Neutral,Female,Misreporting Funds,Labour Party,Labour Party,No Scandal
155.245.28.2,100,18,TRUE,2018/5/29 10:05,R_2ymh78wb1tBorup,,,,,51.90859985,0.920898438,anonymous,EN,13.027,13.027,14.329,1,Prime Minister 1,2.34,2.34,3.255,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Minister's Scandal,No Scandal,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,Labour Party,Labour Party,Sexual Harassment,Plagiarism,Neutral,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,Scandal,Plagiarism,EU Integration,Neutral,Gender,Male,Conservative Party,Liberal Democrats,No Scandal,Plagiarism,Neutral,Male
155.245.28.9,100,16,TRUE,2018/5/29 10:06,R_2s0dsiPmtCXCNMt,,,,,51.90859985,0.920898438,anonymous,EN,8.138,8.138,9.064,1,Prime Minister 1,6.052,6.052,7.061,1,Prime Minister 2,EU Integration,Neutral,Scandal,Having an Extranarital Affair,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,Gender,Female,Neutral,Misreporting Funds,Labour Party,Labour Party,Plagiarism,Male,EU Integration,Support EU Integration,Scandal,No Scandal,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Gender,Female,Support EU Integration,Plagiarism,Conservative Party,Conservative Party,Having an Extramarital Affair,Male
155.245.28.10,100,20,TRUE,2018/5/29 10:10,R_eFkqNfHveDUhCrD,,,,,51.90859985,0.920898438,anonymous,EN,9.5,9.5,10.511,1,Prime Minister 1,8.05,8.05,9.055,1,Prime Minister 2,Minister's Partisanship,Labour Party,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Gender,Male,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,Labour Party,Sexual Harassment,Oppose EU Integration,Female,Labour Party,No Scandal,Minister's Partisanship,Conservative Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Liberal Democrats,No Scandal,Neutral,Female,Conservative Party,Misreporting Funds
155.245.28.11,100,36,TRUE,2018/5/30 07:04,R_30wc2TCiku9HV1W,,,,,51.90859985,0.920898438,anonymous,EN,26.945,27.901,28.345,2,Prime Minister 1,7.652,7.652,8.63,1,Prime Minister 2,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Plagiarism,Support EU Integration,Conservative Party,Male,Having an Extramarital Affair,Conservative Party,Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Having an Extranarital Affair,Neutral,Labour Party,Female,Misreporting Funds,Labour Party
155.245.28.15,100,28,TRUE,2018/5/30 07:05,R_SQ37Ao3MHoDIm53,,,,,51.90859985,0.920898438,anonymous,EN,17.888,17.888,19.142,1,Prime Minister 1,8.021,8.021,9.508,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Labour Party,Misreporting Funds,Support EU Integration,Having an Extramarital Affair,Male,Labour Party,Minister's Partisanship,Conservative Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Liberal Democrats,No Scandal,Neutral,No Scandal,Male,Conservative Party
155.245.28.12,100,29,TRUE,2018/5/30 07:06,R_3qTO2eOE7Dz6ZNh,,,,,51.90859985,0.920898438,anonymous,EN,17.378,17.378,18.731,1,Prime Minister 1,9.614,9.614,10.978,1,Prime Minister 2,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Male,Having an Extramarital Affair,Liberal Democrats,Conservative Party,No Scandal,Neutral,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Female,Having an Extramarital Affair,Labour Party,Labour Party,Having an Extranarital Affair,Support EU Integration
155.245.28.8,100,87,TRUE,2018/5/30 07:06,R_3lzV15ScwU41VPI,,,,,51.90859985,0.920898438,anonymous,EN,51.834,54.639,56.058,2,Prime Minister 2,8.874,21.436,35.26,2,Prime Minister 2,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Plagiarism,Neutral,Sexual Harassment,Female,Conservative Party,Conservative Party,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Scandal,Having an Extranarital Affair,Gender,Female,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Sexual Harassment,Neutral,Plagiarism,Male,Conservative Party,Conservative Party
155.245.28.10,100,23,TRUE,2018/5/30 07:06,R_1dovmgfBwt1sxwR,,,,,51.90859985,0.920898438,anonymous,EN,10.166,10.166,12.135,1,Prime Minister 1,9.214,9.214,10.246,1,Prime Minister 1,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Scandal,Plagiarism,Gender,Male,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Oppose EU Integration,Sexual Harassment,Having an Extranarital Affair,Female,Labour Party,Labour Party,EU Integration,Support EU Integration,Minister's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Gender,Female,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Oppose EU Integration,Plagiarism,Sexual Harassment,Female,Conservative Party,Conservative Party
