"","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1_First.Click","Q1_Last.Click","Q1_Page.Submit","Q1_Click.Count","Q2","Q3_First.Click","Q3_Last.Click","Q3_Page.Submit","Q3_Click.Count","Q4","F.1.1","F.1.1.1","F.1.2","F.1.1.2","F.1.3","F.1.1.3","F.1.4","F.1.1.4","F.1.2.1","F.1.2.2","F.1.2.3","F.1.2.4","F.2.1","F.2.1.1","F.2.2","F.2.1.2","F.2.3","F.2.1.3","F.2.4","F.2.1.4","F.2.2.1","F.2.2.2","F.2.2.3","F.2.2.4"
"248","155.245.62.220",100,26,TRUE,"2018/6/19 05:47","R_TvYl2OsXmFbiX61",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",18.219,18.219,20.26,1,"Candidate 2",4.579,4.579,5.38,1,"Candidate 2","EU Integration","Oppose EU Integration","Gender","Male","Scandal","Plagiarism","Party Affiliation","Conservative Party","Neutral","Female","No Scandal","Labour Party","EU Integration","Oppose EU Integration","Gender","Male","Scandal","Misreporting Funds","Party Affiliation","Conservative Party","Support EU Integration","Female","Plagiarism","Labour Party"
"249","82.132.233.8",100,36,TRUE,"2018/6/19 05:48","R_BG2nhk5nAqGa2Ix",NA,NA,NA,NA,51.49639893,-0.122406006,"anonymous","EN",9.143,12.169,13.056,4,"Candidate 2",4.73,13.176,13.545,5,"Candidate 1","EU Integration","Neutral","Party Affiliation","Labour Party","Scandal","Misreporting Funds","Gender","Male","Support EU Integration","Liberal Democrats","Having an Extramarital Affair","Male","EU Integration","Support EU Integration","Party Affiliation","Conservative Party","Scandal","Misreporting Funds","Gender","Female","Support EU Integration","Liberal Democrats","Sexual Harassment","Male"
"250","176.26.250.210",100,40,TRUE,"2018/6/19 05:48","R_2PzkjnHzVnZuNrk",NA,NA,NA,NA,52.08329773,1.166702271,"anonymous","EN",18.183,20.982,22.726,4,"Candidate 1",12.891,15.172,16.436,4,"Candidate 2","Scandal","Misreporting Funds","EU Integration","Neutral","Party Affiliation","Labour Party","Gender","Female","Having an Extramarital Affair","Oppose EU Integration","Labour Party","Male","Scandal","Sexual Harassment","EU Integration","Support EU Integration","Party Affiliation","Liberal Democrats","Gender","Male","Having an Extramarital Affair","Neutral","Labour Party","Male"
"251","155.245.60.141",100,18,TRUE,"2018/6/19 05:48","R_1j9gUoTehMccfnM",NA,NA,NA,NA,51.88279724,1.004592896,"anonymous","EN",7.79,7.79,8.384,1,"Candidate 1",7.92,8.41,8.649,2,"Candidate 2","EU Integration","Oppose EU Integration","Gender","Female","Scandal","No Scandal","Party Affiliation","Labour Party","Oppose EU Integration","Female","Having an Extramarital Affair","Labour Party","EU Integration","Neutral","Gender","Male","Scandal","Plagiarism","Party Affiliation","Liberal Democrats","Support EU Integration","Female","Plagiarism","Labour Party"
"252","2.27.191.252",100,40,TRUE,"2018/6/19 05:53","R_2Pk989SdKoWrsK0",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",14.477,16.764,18.436,2,"Candidate 1",15.442,19.197,20.611,2,"Candidate 2","Gender","Female","Party Affiliation","Liberal Democrats","EU Integration","Oppose EU Integration","Scandal","Misreporting Funds","Female","Conservative Party","Neutral","Sexual Harassment","Gender","Male","Party Affiliation","Liberal Democrats","EU Integration","Support EU Integration","Scandal","Misreporting Funds","Female","Conservative Party","Support EU Integration","No Scandal"
"253","193.113.48.9",100,23,TRUE,"2018/6/19 05:54","R_3nozP8VkYzMrvXF",NA,NA,NA,NA,51.56669617,-0.016693115,"anonymous","EN",8.738,8.738,11.532,1,"Candidate 2",5.519,5.519,9.387,1,"Candidate 2","EU Integration","Neutral","Party Affiliation","Liberal Democrats","Gender","Female","Scandal","Sexual Harassment","Support EU Integration","Liberal Democrats","Male","Plagiarism","EU Integration","Support EU Integration","Party Affiliation","Labour Party","Gender","Male","Scandal","Misreporting Funds","Oppose EU Integration","Conservative Party","Female","No Scandal"
"254","51.7.83.115",100,35,TRUE,"2018/6/19 05:54","R_2zhxyXEPiBD5h8J",NA,NA,NA,NA,51.13330078,0.283294678,"anonymous","EN",12.023,13.406,15.47,3,"Candidate 2",7.531,16.145,18.526,3,"Candidate 1","Gender","Female","Scandal","Sexual Harassment","Party Affiliation","Liberal Democrats","EU Integration","Support EU Integration","Male","No Scandal","Labour Party","Oppose EU Integration","Gender","Female","Scandal","No Scandal","Party Affiliation","Conservative Party","EU Integration","Support EU Integration","Female","Having an Extramarital Affair","Labour Party","Oppose EU Integration"
"255","131.111.84.203",100,18,TRUE,"2018/6/19 05:55","R_2wNz6yCaEzev9Sg",NA,NA,NA,NA,52.19999695,0.116699219,"anonymous","EN",9.176,9.176,10.441,1,"Candidate 2",4.779,4.779,6.281,1,"Candidate 2","Party Affiliation","Conservative Party","EU Integration","Neutral","Scandal","Sexual Harassment","Gender","Female","Labour Party","Support EU Integration","Sexual Harassment","Female","Party Affiliation","Liberal Democrats","EU Integration","Oppose EU Integration","Scandal","Sexual Harassment","Gender","Female","Labour Party","Support EU Integration","Plagiarism","Male"
"257","146.200.33.46",100,14,TRUE,"2018/6/19 06:03","R_2YYwjcCllJYWTzn",NA,NA,NA,NA,51.94999695,0.633300781,"anonymous","EN",1.12,6.339,9.399,3,"Candidate 1",1.901,1.916,3.46,2,"Candidate 1","Party Affiliation","Labour Party","Gender","Male","Scandal","Misreporting Funds","EU Integration","Oppose EU Integration","Labour Party","Female","Sexual Harassment","Neutral","Party Affiliation","Conservative Party","Gender","Male","Scandal","No Scandal","EU Integration","Neutral","Conservative Party","Male","Plagiarism","Neutral"
"258","82.27.112.20",100,58,TRUE,"2018/6/19 06:03","R_25QlojBBU8GT3pA",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",15.299,17.266,20.109,3,"Candidate 1",28.585,29.139,30.187,3,"Candidate 2","Party Affiliation","Liberal Democrats","Scandal","Plagiarism","Gender","Female","EU Integration","Neutral","Conservative Party","Plagiarism","Female","Neutral","Party Affiliation","Liberal Democrats","Scandal","Misreporting Funds","Gender","Female","EU Integration","Neutral","Liberal Democrats","Having an Extramarital Affair","Female","Support EU Integration"
"259","155.245.90.104",100,29,TRUE,"2018/6/19 06:03","R_2dF4Lj2QVXKLWvd",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",11.646,11.646,12.648,1,"Candidate 1",16.226,16.226,17.331,1,"Candidate 2","Gender","Female","Scandal","No Scandal","EU Integration","Oppose EU Integration","Party Affiliation","Liberal Democrats","Male","Plagiarism","Oppose EU Integration","Liberal Democrats","Gender","Male","Scandal","Having an Extramarital Affair","EU Integration","Oppose EU Integration","Party Affiliation","Labour Party","Male","Plagiarism","Neutral","Labour Party"
"260","155.245.155.242",100,33,TRUE,"2018/6/19 06:07","R_3HoTTYxNHHlqGKn",NA,NA,NA,NA,51.90859985,0.920898438,"anonymous","EN",1.44,9.205,9.967,4,"Candidate 1",0.926,21.577,22.374,4,"Candidate 2","EU Integration","Neutral","Scandal","No Scandal","Gender","Male","Party Affiliation","Liberal Democrats","Oppose EU Integration","Having an Extramarital Affair","Female","Liberal Democrats","EU Integration","Oppose EU Integration","Scandal","Having an Extramarital Affair","Gender","Male","Party Affiliation","Labour Party","Support EU Integration","Having an Extramarital Affair","Female","Liberal Democrats"
"261","85.115.54.201",100,21,TRUE,"2018/6/19 06:09","R_2q28PAxVLvQkSbk",NA,NA,NA,NA,51.48910522,-0.110702515,"anonymous","EN",12.067,12.067,13.315,1,"Candidate 2",5.855,5.855,7.629,1,"Candidate 2","Scandal","No Scandal","Party Affiliation","Conservative Party","Gender","Female","EU Integration","Support EU Integration","Plagiarism","Liberal Democrats","Male","Oppose EU Integration","Scandal","Plagiarism","Party Affiliation","Conservative Party","Gender","Female","EU Integration","Neutral","Plagiarism","Liberal Democrats","Male","Neutral"
"262","90.200.133.108",100,41,TRUE,"2018/6/19 06:14","R_1ovahgTjinF58Ho",NA,NA,NA,NA,50.8999939,-1.399993896,"anonymous","EN",2.972,18.028,18.752,3,"Candidate 2",1.254,20.211,20.847,3,"Candidate 1","EU Integration","Support EU Integration","Scandal","Plagiarism","Gender","Female","Party Affiliation","Conservative Party","Oppose EU Integration","Having an Extramarital Affair","Female","Labour Party","EU Integration","Support EU Integration","Scandal","Plagiarism","Gender","Male","Party Affiliation","Labour Party","Support EU Integration","Plagiarism","Female","Liberal Democrats"
"263","2.96.125.239",100,75,TRUE,"2018/6/19 06:16","R_TjVSn6bM4FlURpf",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",13.5,13.5,16.905,1,"Candidate 2",57.459,57.459,58.639,1,"Candidate 2","Party Affiliation","Conservative Party","Gender","Male","Scandal","Sexual Harassment","EU Integration","Oppose EU Integration","Liberal Democrats","Male","Plagiarism","Neutral","Party Affiliation","Liberal Democrats","Gender","Female","Scandal","Misreporting Funds","EU Integration","Oppose EU Integration","Liberal Democrats","Male","Sexual Harassment","Neutral"
"264","188.223.61.86",100,31,TRUE,"2018/6/19 06:17","R_2Vaw5Q8XPczjH4K",NA,NA,NA,NA,51.43330383,-1,"anonymous","EN",0.196,16.893,17.597,11,"Candidate 2",1.092,4.217,5.139,3,"Candidate 1","Scandal","Sexual Harassment","Gender","Female","Party Affiliation","Liberal Democrats","EU Integration","Support EU Integration","Having an Extramarital Affair","Female","Conservative Party","Neutral","Scandal","Plagiarism","Gender","Male","Party Affiliation","Conservative Party","EU Integration","Support EU Integration","Plagiarism","Male","Liberal Democrats","Neutral"
"265","86.11.248.91",100,18,TRUE,"2018/6/19 06:23","R_U9Mjx7YHkSrFVXb",NA,NA,NA,NA,51.90859985,0.920898438,"anonymous","EN",7.797,8.845,9.962,3,"Candidate 2",3.085,4.476,6.649,4,"Candidate 1","Gender","Male","Party Affiliation","Liberal Democrats","EU Integration","Oppose EU Integration","Scandal","Sexual Harassment","Male","Labour Party","Oppose EU Integration","Plagiarism","Gender","Female","Party Affiliation","Labour Party","EU Integration","Oppose EU Integration","Scandal","Plagiarism","Male","Liberal Democrats","Oppose EU Integration","Misreporting Funds"
"266","46.183.192.158",100,30,TRUE,"2018/6/19 06:25","R_yUOnjS1oDBpW1Db",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",19,20.206,21.159,4,"Candidate 1",6.563,8.021,8.711,3,"Candidate 1","Party Affiliation","Labour Party","EU Integration","Support EU Integration","Gender","Male","Scandal","Plagiarism","Labour Party","Neutral","Female","Sexual Harassment","Party Affiliation","Liberal Democrats","EU Integration","Neutral","Gender","Female","Scandal","Having an Extramarital Affair","Liberal Democrats","Neutral","Male","Plagiarism"
"267","94.197.120.217",100,38,TRUE,"2018/6/19 06:25","R_24FNrAcW8FEuHwt",NA,NA,NA,NA,51.51420593,-0.093093872,"anonymous","EN",20.064,27.987,28.768,3,"Candidate 2",7.352,7.359,8.525,2,"Candidate 1","Gender","Female","Scandal","Sexual Harassment","Party Affiliation","Labour Party","EU Integration","Neutral","Male","Having an Extramarital Affair","Labour Party","Oppose EU Integration","Gender","Female","Scandal","Sexual Harassment","Party Affiliation","Liberal Democrats","EU Integration","Support EU Integration","Female","Sexual Harassment","Conservative Party","Neutral"
"268","82.132.227.159",100,15,TRUE,"2018/6/19 06:25","R_1jCyy6n9eutfuwV",NA,NA,NA,NA,51.6000061,-0.066696167,"anonymous","EN",6.34,8.36,8.979,3,"Candidate 1",3.959,3.975,4.878,2,"Candidate 2","Party Affiliation","Conservative Party","EU Integration","Support EU Integration","Scandal","No Scandal","Gender","Female","Liberal Democrats","Support EU Integration","Having an Extramarital Affair","Female","Party Affiliation","Liberal Democrats","EU Integration","Neutral","Scandal","Sexual Harassment","Gender","Male","Conservative Party","Support EU Integration","Having an Extramarital Affair","Female"
"269","90.219.104.118",100,43,TRUE,"2018/6/19 06:26","R_3sjmxtdzQz53Nd1",NA,NA,NA,NA,52.08329773,1.166702271,"anonymous","EN",24.525,24.538,27.9,2,"Candidate 1",11.463,13.112,13.861,3,"Candidate 1","Gender","Male","Scandal","No Scandal","EU Integration","Oppose EU Integration","Party Affiliation","Labour Party","Male","No Scandal","Support EU Integration","Liberal Democrats","Gender","Female","Scandal","Misreporting Funds","EU Integration","Neutral","Party Affiliation","Liberal Democrats","Female","Having an Extramarital Affair","Support EU Integration","Labour Party"
"270","82.132.228.55",100,20,TRUE,"2018/6/19 06:27","R_3fZvRQfRkEmwYEd",NA,NA,NA,NA,53.38330078,-2.600006104,"anonymous","EN",5.218,13.39,14.936,3,"Candidate 1",2.656,5.173,5.943,3,"Candidate 1","Party Affiliation","Labour Party","EU Integration","Support EU Integration","Gender","Male","Scandal","Having an Extramarital Affair","Liberal Democrats","Neutral","Male","Misreporting Funds","Party Affiliation","Labour Party","EU Integration","Support EU Integration","Gender","Male","Scandal","Having an Extramarital Affair","Labour Party","Neutral","Male","Sexual Harassment"
"271","86.14.185.108",100,30,TRUE,"2018/6/19 06:27","R_2zwsQuo3VQ6najS",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",7.511,11.586,13.903,2,"Candidate 1",11.705,14.292,15.411,2,"Candidate 2","Gender","Female","Scandal","Having an Extramarital Affair","Party Affiliation","Labour Party","EU Integration","Support EU Integration","Female","Misreporting Funds","Conservative Party","Oppose EU Integration","Gender","Female","Scandal","Sexual Harassment","Party Affiliation","Labour Party","EU Integration","Oppose EU Integration","Female","Plagiarism","Conservative Party","Neutral"
"272","155.245.29.160",100,20,TRUE,"2018/6/19 06:28","R_2Vvwhh2J74pozYa",NA,NA,NA,NA,51.90859985,0.920898438,"anonymous","EN",10.987,10.987,13.211,1,"Candidate 1",5.789,5.789,6.956,1,"Candidate 1","Party Affiliation","Labour Party","Scandal","No Scandal","EU Integration","Neutral","Gender","Male","Conservative Party","No Scandal","Oppose EU Integration","Female","Party Affiliation","Labour Party","Scandal","Having an Extramarital Affair","EU Integration","Neutral","Gender","Female","Liberal Democrats","Sexual Harassment","Oppose EU Integration","Female"
"273","151.230.144.27",100,31,TRUE,"2018/6/19 06:28","R_pGbgapeNtbosL2F",NA,NA,NA,NA,51.93649292,1.278305054,"anonymous","EN",2.073,12.301,12.791,5,"Candidate 1",2.395,7.956,8.589,4,"Candidate 2","EU Integration","Neutral","Party Affiliation","Conservative Party","Gender","Female","Scandal","Plagiarism","Neutral","Labour Party","Female","Misreporting Funds","EU Integration","Neutral","Party Affiliation","Liberal Democrats","Gender","Male","Scandal","Misreporting Funds","Neutral","Liberal Democrats","Female","No Scandal"
"274","155.245.62.107",100,17,TRUE,"2018/6/19 06:30","R_2rJf83TNi1HeJ8A",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",7.405,7.405,8.94,1,"Candidate 2",6.224,6.224,7.497,1,"Candidate 2","EU Integration","Oppose EU Integration","Party Affiliation","Conservative Party","Scandal","Misreporting Funds","Gender","Female","Support EU Integration","Labour Party","No Scandal","Male","EU Integration","Neutral","Party Affiliation","Conservative Party","Scandal","Sexual Harassment","Gender","Male","Support EU Integration","Liberal Democrats","Plagiarism","Male"
"275","86.11.250.124",100,27,TRUE,"2018/6/19 06:34","R_2Sdwpqjsqepx3e7",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",12.061,12.061,14.509,1,"Candidate 2",8.531,8.531,11.063,1,"Candidate 2","EU Integration","Neutral","Scandal","Sexual Harassment","Party Affiliation","Conservative Party","Gender","Male","Neutral","Having an Extramarital Affair","Labour Party","Male","EU Integration","Oppose EU Integration","Scandal","Plagiarism","Party Affiliation","Labour Party","Gender","Female","Neutral","Having an Extramarital Affair","Liberal Democrats","Female"
"276","165.225.80.131",100,56,TRUE,"2018/6/19 06:36","R_errVFI7fRaylOUh",NA,NA,NA,NA,51.49639893,-0.122406006,"anonymous","EN",26.639,28.493,29.908,2,"Candidate 2",3.418,24.835,26.429,2,"Candidate 2","Gender","Female","Scandal","Misreporting Funds","EU Integration","Oppose EU Integration","Party Affiliation","Labour Party","Male","Plagiarism","Neutral","Conservative Party","Gender","Male","Scandal","Misreporting Funds","EU Integration","Oppose EU Integration","Party Affiliation","Conservative Party","Female","Plagiarism","Oppose EU Integration","Labour Party"
"277","82.132.240.107",100,68,TRUE,"2018/6/19 06:36","R_xh1C9epuJ5O46I1",NA,NA,NA,NA,52.58329773,-2.133300781,"anonymous","EN",19.784,56.271,57.05,4,"Candidate 2",11.725,11.742,12.523,2,"Candidate 2","Party Affiliation","Liberal Democrats","Gender","Female","EU Integration","Oppose EU Integration","Scandal","Having an Extramarital Affair","Conservative Party","Male","Neutral","Having an Extramarital Affair","Party Affiliation","Liberal Democrats","Gender","Female","EU Integration","Oppose EU Integration","Scandal","Misreporting Funds","Conservative Party","Female","Neutral","Having an Extramarital Affair"
"278","78.150.209.230",100,27,TRUE,"2018/6/19 06:40","R_1Cj5l4X7KGL2goE",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",13.294,14.324,15.275,2,"Candidate 2",8.875,10.319,11.168,2,"Candidate 2","EU Integration","Oppose EU Integration","Scandal","Having an Extramarital Affair","Gender","Male","Party Affiliation","Conservative Party","Oppose EU Integration","No Scandal","Female","Conservative Party","EU Integration","Support EU Integration","Scandal","Plagiarism","Gender","Female","Party Affiliation","Liberal Democrats","Support EU Integration","Plagiarism","Male","Conservative Party"
"279","86.151.53.41",100,28,TRUE,"2018/6/19 06:40","R_3GpGc5SNFS6Mo9E",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",1.056,8.573,11.979,3,"Candidate 2",7.065,7.065,8.479,2,"Candidate 1","EU Integration","Oppose EU Integration","Scandal","Having an Extramarital Affair","Gender","Male","Party Affiliation","Conservative Party","Oppose EU Integration","No Scandal","Female","Conservative Party","EU Integration","Support EU Integration","Scandal","Plagiarism","Gender","Female","Party Affiliation","Liberal Democrats","Support EU Integration","Plagiarism","Male","Conservative Party"
"280","86.184.24.237",100,16,TRUE,"2018/6/19 06:43","R_1j7GJpNxCqepIHU",NA,NA,NA,NA,52.07060242,0.761901855,"anonymous","EN",5.641,5.641,6.606,1,"Candidate 2",5.621,6.631,8.557,2,"Candidate 2","Scandal","Plagiarism","EU Integration","Oppose EU Integration","Gender","Male","Party Affiliation","Labour Party","No Scandal","Neutral","Male","Labour Party","Scandal","Having an Extramarital Affair","EU Integration","Support EU Integration","Gender","Female","Party Affiliation","Conservative Party","No Scandal","Neutral","Male","Labour Party"
"281","2.122.222.204",100,114,TRUE,"2018/6/19 06:45","R_3F2oeb0Be9SLCVd",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",95.181,95.387,96.477,2,"Candidate 2",12.753,12.973,14.051,2,"Candidate 1","EU Integration","Support EU Integration","Scandal","Sexual Harassment","Gender","Male","Party Affiliation","Liberal Democrats","Oppose EU Integration","Sexual Harassment","Female","Labour Party","EU Integration","Neutral","Scandal","No Scandal","Gender","Female","Party Affiliation","Conservative Party","Oppose EU Integration","Sexual Harassment","Male","Liberal Democrats"
"282","81.106.114.114",100,23,TRUE,"2018/6/19 06:50","R_psXuNrpecN6YXJL",NA,NA,NA,NA,51.75,-0.333297729,"anonymous","EN",2.313,9.921,10.458,4,"Candidate 1",1.104,10.257,11.908,4,"Candidate 1","Party Affiliation","Liberal Democrats","EU Integration","Neutral","Gender","Male","Scandal","Having an Extramarital Affair","Liberal Democrats","Neutral","Male","Misreporting Funds","Party Affiliation","Conservative Party","EU Integration","Support EU Integration","Gender","Male","Scandal","No Scandal","Labour Party","Support EU Integration","Female","Sexual Harassment"
"283","92.40.249.241",100,30,TRUE,"2018/6/19 06:50","R_21EBPl8XOlEcQNK",NA,NA,NA,NA,51.51420593,-0.093093872,"anonymous","EN",10.638,10.657,12.883,2,"Candidate 2",9.584,9.597,10.359,2,"Candidate 1","Party Affiliation","Conservative Party","EU Integration","Support EU Integration","Gender","Male","Scandal","Having an Extramarital Affair","Labour Party","Support EU Integration","Female","No Scandal","Party Affiliation","Conservative Party","EU Integration","Support EU Integration","Gender","Female","Scandal","Having an Extramarital Affair","Labour Party","Oppose EU Integration","Female","Sexual Harassment"
"284","146.198.242.96",100,14,TRUE,"2018/6/19 06:52","R_2PzhK3U75uDxyKe",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",5.464,5.598,7.097,2,"Candidate 2",4.672,4.801,5.957,2,"Candidate 1","Gender","Male","EU Integration","Neutral","Party Affiliation","Liberal Democrats","Scandal","Plagiarism","Male","Oppose EU Integration","Labour Party","No Scandal","Gender","Male","EU Integration","Neutral","Party Affiliation","Labour Party","Scandal","Plagiarism","Male","Support EU Integration","Conservative Party","No Scandal"
"285","155.245.57.90",100,21,TRUE,"2018/6/19 06:54","R_2hrPOlIdJASFirT",NA,NA,NA,NA,51.90859985,0.920898438,"anonymous","EN",9.679,9.679,11.009,1,"Candidate 2",6.564,8.508,8.838,2,"Candidate 2","Gender","Female","EU Integration","Oppose EU Integration","Scandal","Misreporting Funds","Party Affiliation","Conservative Party","Male","Neutral","No Scandal","Conservative Party","Gender","Male","EU Integration","Neutral","Scandal","Sexual Harassment","Party Affiliation","Liberal Democrats","Female","Neutral","No Scandal","Liberal Democrats"
"286","80.189.49.226",100,30,TRUE,"2018/6/19 06:54","R_2e4sUG5EeMuMfpW",NA,NA,NA,NA,51.26669312,1.083297729,"anonymous","EN",0.831,21.284,22.417,3,"Candidate 1",1.486,7.078,8.082,3,"Candidate 1","Party Affiliation","Liberal Democrats","Gender","Female","Scandal","Plagiarism","EU Integration","Oppose EU Integration","Conservative Party","Male","Misreporting Funds","Neutral","Party Affiliation","Labour Party","Gender","Male","Scandal","Having an Extramarital Affair","EU Integration","Support EU Integration","Labour Party","Male","Sexual Harassment","Support EU Integration"
"287","86.151.53.16",100,20,TRUE,"2018/6/19 06:55","R_2viuYxksGkWpYRg",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",9.924,9.924,11.01,1,"Candidate 1",7.222,7.222,8.531,1,"Candidate 1","Party Affiliation","Conservative Party","Scandal","Misreporting Funds","Gender","Male","EU Integration","Support EU Integration","Labour Party","Sexual Harassment","Male","Support EU Integration","Party Affiliation","Labour Party","Scandal","No Scandal","Gender","Male","EU Integration","Neutral","Conservative Party","Misreporting Funds","Female","Oppose EU Integration"
"288","82.17.246.114",100,28,TRUE,"2018/6/19 06:56","R_3qKijE4SP6fSclE",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",8.756,10.972,11.908,3,"Candidate 1",10.121,12.074,15.116,4,"Candidate 2","Gender","Female","Scandal","No Scandal","Party Affiliation","Liberal Democrats","EU Integration","Support EU Integration","Male","Misreporting Funds","Conservative Party","Support EU Integration","Gender","Male","Scandal","Having an Extramarital Affair","Party Affiliation","Labour Party","EU Integration","Neutral","Male","Plagiarism","Labour Party","Neutral"
"289","213.205.251.92",100,19,TRUE,"2018/6/19 06:56","R_qWxQO5ABdUeHCTL",NA,NA,NA,NA,51.55000305,0.166702271,"anonymous","EN",1.263,8.26,11.153,4,"Candidate 2",1.001,4.485,6.62,4,"Candidate 1","Gender","Female","Party Affiliation","Liberal Democrats","EU Integration","Neutral","Scandal","Sexual Harassment","Female","Conservative Party","Oppose EU Integration","Having an Extramarital Affair","Gender","Male","Party Affiliation","Conservative Party","EU Integration","Oppose EU Integration","Scandal","Sexual Harassment","Female","Liberal Democrats","Support EU Integration","Sexual Harassment"
"290","80.2.20.104",100,23,TRUE,"2018/6/19 06:59","R_3EYXGRo9DwfpGnB",NA,NA,NA,NA,51.6302948,0.000504,"anonymous","EN",1.817,9.752,10.388,4,"Candidate 1",7.959,8.559,13.037,3,"Candidate 2","Scandal","Having an Extramarital Affair","Gender","Male","Party Affiliation","Conservative Party","EU Integration","Neutral","Plagiarism","Male","Liberal Democrats","Support EU Integration","Scandal","Sexual Harassment","Gender","Female","Party Affiliation","Conservative Party","EU Integration","Support EU Integration","No Scandal","Female","Labour Party","Neutral"
"291","31.75.198.168",100,38,TRUE,"2018/6/19 07:01","R_263wYibrxOdGpzY",NA,NA,NA,NA,51.51420593,-0.093093872,"anonymous","EN",21.156,23.989,24.718,3,"Candidate 1",10.334,10.55,11.624,2,"Candidate 2","Gender","Male","EU Integration","Support EU Integration","Scandal","Sexual Harassment","Party Affiliation","Conservative Party","Male","Neutral","Misreporting Funds","Labour Party","Gender","Female","EU Integration","Oppose EU Integration","Scandal","Having an Extramarital Affair","Party Affiliation","Liberal Democrats","Female","Oppose EU Integration","No Scandal","Conservative Party"
"292","155.245.59.41",100,43,TRUE,"2018/6/19 07:02","R_1j7JLjJKyiSZLuV",NA,NA,NA,NA,51.90859985,0.920898438,"anonymous","EN",8.76,8.76,10.169,1,"Candidate 1",33.102,33.102,34.524,1,"Candidate 1","Gender","Male","EU Integration","Support EU Integration","Scandal","No Scandal","Party Affiliation","Liberal Democrats","Male","Oppose EU Integration","No Scandal","Labour Party","Gender","Male","EU Integration","Oppose EU Integration","Scandal","No Scandal","Party Affiliation","Liberal Democrats","Male","Neutral","Misreporting Funds","Conservative Party"
"293","92.40.248.50",100,76,TRUE,"2018/6/19 07:09","R_vpPobAeQDl9kA37",NA,NA,NA,NA,51.6000061,-0.066696167,"anonymous","EN",3,10.571,13.362,3,"Candidate 1",57.59,58.498,59.408,3,"Candidate 2","Party Affiliation","Liberal Democrats","Scandal","Having an Extramarital Affair","Gender","Male","EU Integration","Oppose EU Integration","Conservative Party","Misreporting Funds","Male","Support EU Integration","Party Affiliation","Conservative Party","Scandal","Misreporting Funds","Gender","Male","EU Integration","Support EU Integration","Liberal Democrats","Plagiarism","Female","Support EU Integration"
"294","5.151.221.253",100,44,TRUE,"2018/6/19 07:10","R_2QGQMuJQwyRYvFk",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",1.992,36.051,36.633,4,"Candidate 2",1.136,5.429,6.109,3,"Candidate 2","Party Affiliation","Labour Party","Scandal","Sexual Harassment","EU Integration","Neutral","Gender","Male","Conservative Party","Misreporting Funds","Oppose EU Integration","Male","Party Affiliation","Labour Party","Scandal","Having an Extramarital Affair","EU Integration","Neutral","Gender","Female","Labour Party","Having an Extramarital Affair","Support EU Integration","Female"
"295","86.1.184.137",100,20,TRUE,"2018/6/19 07:14","R_3oFKaHWzawRWMyy",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",1.706,9.059,10.471,3,"Candidate 1",8.68,8.683,9.407,2,"Candidate 1","EU Integration","Support EU Integration","Party Affiliation","Conservative Party","Scandal","No Scandal","Gender","Female","Oppose EU Integration","Liberal Democrats","Misreporting Funds","Male","EU Integration","Support EU Integration","Party Affiliation","Conservative Party","Scandal","Plagiarism","Gender","Female","Neutral","Conservative Party","No Scandal","Female"
"296","90.255.21.138",100,30,TRUE,"2018/6/19 07:16","R_2UirqS7thQDEpVS",NA,NA,NA,NA,51.5,-0.116699219,"anonymous","EN",13.301,13.301,14.838,1,"Candidate 2",13.01,13.01,14.118,1,"Candidate 2","Party Affiliation","Labour Party","Gender","Female","Scandal","Sexual Harassment","EU Integration","Oppose EU Integration","Liberal Democrats","Female","Having an Extramarital Affair","Oppose EU Integration","Party Affiliation","Labour Party","Gender","Male","Scandal","Having an Extramarital Affair","EU Integration","Neutral","Liberal Democrats","Male","Plagiarism","Neutral"
